bill_id,congress_term,introduced_at,official_title,short_title,policy_area,subjects,category_ids,category_labels,summary,,is_related,bill_type,reason
s659-110,110,2/16/2007,"A bill to amend section 1477 of title 10, United States Code, to provide for the payment of the death gratuity with respect to members of the Armed Forces without a surviving spouse who are survived by a minor child.",,Armed Forces and National Security,Grandparents|Military pensions|Parents|Siblings|Single people|Survivors' benefits,1,Wage Hour & Benefits,"Provides that, in the case of a member of the Armed Forces who dies while serving on active duty or inactive duty for training, and who dies without a surviving spouse but with one or more children under age 18 who will be in the custody of a parent, brother, or sister, the death gratuity for such member shall be payable to such parent, brother, or sister as designated by the member.",,False,,"The bill pertains to the payment of death gratuities for members of the Armed Forces, which is a government benefit and not an obligation of private employers."
s3668-111,111,7/29/2010,"A bill to require the Secretary of Health and Human Services to establish a demonstration program to award grants to, and enter into contracts with, medical-legal partnerships to assist patients and their families to navigate health-related programs and activities.",Medical-Legal Partnership for Health Act,Health,Government studies and investigations|Health care costs and insurance|Health care coverage and access|Health programs administration and funding|Health promotion and preventive care|Lawyers and legal services|Minority health,1,Wage Hour & Benefits,Medical-Legal Partnership for Health Act - Directs the Secretary of Health and Human Services (HHS) to establish a nationwide demonstration project to: (1) award matching grants or enter into contracts with medical-legal partnerships to assist patients and their families in navigating health-related programs and activities; and (2) evaluate the effectiveness of such partnerships. Authorizes the Secretary to provide technical assistance to grantees to support the establishment and sustainability of medical-legal partnerships. Requires amounts received under this Act to be used to achieve one or more of the following goals: (1) enhancing access to health care services; (2) improving health outcomes for low-income individuals; (3) reducing health disparities among health disparities populations; (4) enhancing wellness and prevention of chronic conditions and other health problems; (5) reducing cost of care to the health care system; (6) addressing the social determinants of health; and (7) addressing situational contributing factors. Prohibits funds under this Act from being used: (1) for any medical malpractice action or proceeding; (2) to provide any support to an alien who is not a qualified alien or a nonimmigrant under the Immigration and Nationality Act or an alien who is paroled into the United States under such Act for less than one year; (3) to provide legal assistance with respect to any proceeding or litigation which seeks to procure an abortion or to compel any individual or institution to perform or assist in the performance of an abortion; or (4) to initiate or participate in a class action lawsuit. Requires the Secretary to study and report to Congress on the results of such project.,,False,,"The bill focuses on establishing medical-legal partnerships to assist patients with health-related programs, which does not involve private employer obligations on employee wages, hours, or benefits."
hr3102-114,114,7/16/2015,"To amend the Homeland Security Act of 2002 to reform programs of the Transportation Security Administration, streamline transportation security regulations, and for other purposes.",Airport Access Control Security Improvement Act of 2015,Transportation and Public Works,Administrative remedies|Aviation and airports|Congressional oversight|Criminal justice information and records|Employee performance|Firearms and explosives|Foreign labor|Government information and archives|Government studies and investigations|Licensing and registrations|Personnel records|Transportation employees|Transportation safety and security|Visas and passports,1;3;6;24,Wage Hour & Benefits;Labor Relations;Transportation Safety;Government Reporting & Compliance,"(This measure has not been amended since it was reported to the House on October 6, 2015. The summary of that version is repeated here.)

Airport Access Control Security Improvement Act of 2015

(Sec. 2) This bill amends the Homeland Security Act of 2002 to direct the Transportation Security Administration (TSA) to establish a risk-based, intelligence-driven model for the screening of airport employees based on level of employment-related access to Secure Identification Display Areas, Airport Operations Areas, or secure areas at U.S. airports.

 TSA shall conduct an aviation security risk-based review of certain federal disqualifying criminal offenses to determine their appropriateness as a basis for denying an employee a credential that allows unescorted access to Secure Identification Display Areas of airports.

TSA shall provide a redress process for employees subject to an adverse employment decision (including removal or suspension) due to a disqualifying offense that is consistent with the appeals and waiver process for applicants for commercial motor vehicle hazardous materials endorsements and transportation workers at ports.

TSA shall review the auditing procedures for all airport-issued identification media.

TSA shall:

 establish a program to allow airport badging offices to use ""E-Verify"" to determine eligibility to work in the United States of all applicants seeking access to secure areas of airports, establish a process to transmit applicants' biometric fingerprint data to the Office of Biometric Identity Management's Automated Biometrics Identification System for vetting, assess credential application data received by DHS to ensure it is complete and matches data submitted by airport operators. TSA shall establish a nationwide program for the anonymous reporting of violations of airport security.

TSA shall:

 establish a national database of employees who have had either their airport or aircraft operator-issued badge revoked for failure to comply with aviation requirements, determine the appropriate mechanisms for airports and airlines to submit such data and access the database, and establish a process to allow individuals whose names were mistakenly entered into the database to have them removed and their credentialing restored. The Aviation Security Advisory Committee shall update and review airport access controls.

TSA shall conduct a cost and feasibility study of a significant number of Category I, II, and X airports that ensures that all employee entry and exit points that lead to airport secured areas comprise the following:

 a secure door that uses card and pin entry or biometric technology, surveillance video recording capable of storing video data for at least 30 days, and certain advanced screening technologies (including at least one of the following: magnetometer [walk through or hand-held], explosives detection canines or explosives trace detection swabbing, advanced imaging technology, or X-ray bag screening technology). The Government Accountability Office shall assess the quality and reliability of the study.",,False,,"The bill focuses on transportation security regulations and TSA procedures, not on private employer obligations related to employee wages, hours, or benefits."
hr1169-112,112,3/17/2011,"To amend titles 5, 10, and 32, United States Code, to eliminate inequities in the treatment of National Guard technicians, to reduce the eligibility age for retirement for non-Regular service, and for other purposes.",National Guard Technician Equity Act,Armed Forces and National Security,"Government employee pay, benefits, personnel management|Government lending and loan guarantees|Government studies and investigations|Health care coverage and access|Higher education|Military medicine|National Guard and reserves|Student aid and college costs",1,Wage Hour & Benefits,"National Guard Technician Equity Act - Provides a person the right to be employed as a non-dual status technician if: (1) the technician position has been designated to be filled only by a non-dual status technician, or (2) the person occupying the technician position has at least 20 years of service as a dual status military technician. Repeals: (1) the permanent limitation on the number of non-dual status technicians, and (2) the prohibition against overtime pay for National Guard technicians. Provides for: (1) continued compensation for a military technician who was hired as a dual status technician but who is no longer a member of the Selected Reserve; and (2) certain enlistment, reenlistment, and student loan benefits for military technicians. Provides for a technician's rights of grievance, arbitration, appeal, and review beyond the current stage of the adjutant general of the jurisdiction concerned. Makes a dual status military technician eligible for early retirement if separating from the Selected Reserve or ceasing to hold a specified military grade after: (1) completing 25 years of technician service, or (2) becoming 50 years old and completing 20 years of such service. Increases annual paid employment leave to 30 days for reserve or National Guard duty. Revises specified provisions regarding employer health plan contributions for members of a reserve component of the Armed Forces. Reduces to 55 the eligibility age for retired pay for non-regular service.",,False,,"The bill primarily addresses the employment conditions, retirement eligibility, and benefits of National Guard technicians, who are government employees, not private sector employees. It does not relate to private employer obligations on employee wages, hours, or benefits."
hr1077-107,107,3/15/2001,"To provide that pay for prevailing rate employees in Pasquotank County, North Carolina, be determined by applying the same pay schedules and rates as apply with respect to prevailing rate employees in the local wage area that includes Carteret County, North Carolina.",,Government Operations and Politics,Blue collar workers|Federal employees|North Carolina|Pay equity|Salaries,1,Wage Hour & Benefits,"Requires the pay for prevailing rate employees in Pasquotank County, North Carolina, to be fixed and adjusted by applying the same pay schedules and rates as apply with respect to such employees in the local wage area that includes Carteret County, North Carolina.",,False,,"The bill pertains to the pay of federal employees, specifically prevailing rate employees in certain counties in North Carolina, and does not involve private employer obligations."
hr2470-110,110,5/24/2007,To amend the Internal Revenue Code of 1986 to expand the incentives for the construction and renovation of public schools.,America's Better Classrooms Act of 2007,Taxation,Bonds|Building construction|Construction costs|Construction industries|Construction workers|Depressed areas|Elementary and secondary education|Elementary education|Employee selection|Enterprise zones|Government contractors|Income tax|Investments|Land transfers|Maintenance and repair|Public schools|School buildings|Secondary education|Standards|Tax credits|Wages,1;22,Wage Hour & Benefits;Government Contracting,"America's Better Classrooms Act of 2007 - Amends the Internal Revenue Code to allow a tax credit for investment in qualified public school modernization bonds, defined to include: (1) bonds for the construction, rehabilitation, or repair of a public school facility or for the acquisition of land for such facility (qualified school construction bonds); and (2) bonds to finance certain academic programs below the postsecondary level in empowerment zones or enterprise communities (qualified zone academy bonds). Establishes a national limitation on the issuance of such bonds and provides for the allocation of bond amounts among the states according to a specified formula. Terminates the authority for issuance of such bonds after 2009.Amends the General Education Provisions Act to apply certain labor standards to public school construction projects financed by this Act.Amends the Workforce Investment Act of 1998 to require states to establish employment and training programs relating to the construction or reconstruction of public school facilities.",,False,,"The bill primarily focuses on tax credits for public school construction and renovation, which does not relate to private employer obligations on employee wages, hours, or benefits."
hr5207-111,111,5/5/2010,"To amend the Internal Revenue Code of 1986 to improve the operation of employee stock ownership plans, and for other purposes.",Employee Stock Ownership Plan Promotion and Improvement Act of 2010,Taxation,"Employee benefits and pensions|Financial services and investments|Government lending and loan guarantees|Income tax deductions|Income tax exclusion|Income tax rates|Interest, dividends, interest rates|Securities|Small business",1,Wage Hour & Benefits,"Employee Stock Ownership Plan Promotion and Improvement Act of 2010 - Amends the Internal Revenue Code to: (1) exempt certain distributions, including dividends, by S corporations to an employee stock ownership plan (ESOP) from the penalty tax for premature employee benefit plan withdrawals; (2) exempt deductions for ESOP dividends from corporate alternative minimum tax adjustments based on adjusted earnings and profits; (3) allow deferral of the recognition of gain for certain sales to ESOPs sponsored by any domestic corporation, including S corporations; (4) allow reinvestment of ESOP stock proceeds eligible for nonrecognition of gain in certain mutual funds; and (5) modify certain ESOP stock ownership rules. Amends the Small Business Act to allow a majority-owned ESOP business concern to continue to qualify for loans, preferences, and other programs under such Act.",,False,,"The bill primarily focuses on tax treatment and financial incentives related to employee stock ownership plans (ESOPs), which are investment and tax-related mechanisms rather than direct obligations on wages, hours, or benefits."
s3009-114,114,5/26/2016,"A bill to support entrepreneurs serving in the National Guard and Reserve, and for other purposes.",National Guard and Reserve Entrepreneurship Support Act of 2016,Commerce,"Business education|Conflicts and wars|Congressional oversight|Disaster relief and insurance|Government lending and loan guarantees|Military personnel and dependents|National Guard and reserves|Small business|Veterans' education, employment, rehabilitation",1,Wage Hour & Benefits,"National Guard and Reserve Entrepreneurship Support Act of 2016

(Sec. 2) This bill amends the Small Business Act and the Veterans Entrepreneurship and Small Business Development Act of 1999 to revise a condition on the extension of disaster loan assistance to a small business concern that has suffered, or that is likely to suffer, substantial economic injury as the result of an essential employee's being ordered to active military duty during a period of military conflict.

The condition ""being ordered to active military duty during a period of military conflict"" shall change to read ""being ordered to deploy as part of active military duty."" This change shall permit the extension of disaster assistance to a small business concern in such a circumstance even when deployment is not during a period of military conflict.

The same condition is revised in requirements for deferred repayment of principal and interest due on a direct loan to a qualified borrower who is an eligible armed forces reservist and who:

 received a direct loan, including a disaster loan, from the Small Business Administration (SBA) before being ordered to active duty; or is an essential employee ordered to active duty from a small business concern that received a direct loan, including a disaster loan, from the SBA. The President shall report semiannually to specified congressional committees on the number of loans, and their dollar amount, made under the Military Reservist Economic Injury Disaster Loan program, including the subsidy rate of those loans.

(Sec. 3) The SBA shall to make grants and enter into contracts and cooperative agreements with specified public and private entities for outreach programs for the spouses of veterans and members of a reserve component of the armed forces.

 In making such grants the SBA shall establish a National Guard and Reserve Deployment Support and Business Training Program to give training, counseling and other assistance to support members of a reserve component of the armed forces and their spouses.

In establishing this program the SBA may:

 modify existing programs and resources to disseminate pre-deployment and other information specific to members of a reserve component of the Armed Forces and their spouses; collaborate with the National Guard Bureau (NGB), State Adjutant Generals (or their designees), and other public and private partners; and furnish training, information, and other resources to the NGB and State Adjutant Generals (or designees) to support members of a reserve component of the armed forces, their spouses, and the spouses of veterans.",,False,,"The bill primarily focuses on supporting small businesses and entrepreneurs affected by military deployment, not on private employer obligations related to employee wages, hours, or benefits."
hr2831-109,109,6/9/2005,To amend title I of the Employee Retirement Income Security Act of 1974 and the Internal Revenue Code of 1986 to make improvements in benefit accrual standards.,Pension Preservation and Portability Act of 2005,Labor and Employment,"Age discrimination|Civil service retirement|Cost of living adjustments|Defined benefit pension plans|Early retirement|Indexing (Economic policy)|Interest rates|Old age, survivors and disability insurance|Railroad retirement plans",1,Wage Hour & Benefits,"Pension Preservation and Portability Act of 2005 - Amends the Employee Retirement Income Security Act of 1974 (ERISA) and the Internal Revenue Code to require all defined benefit pension plans, including hybrid plans such as a cash balance plan, to comply with certain rules, in cases of reduction in accrued benefits because of attainment of any age, in order to be deemed nondiscriminatory as to age.",,True,enforcement,"The bill amends ERISA to impose rules on defined benefit pension plans to prevent age discrimination, directly affecting private employer obligations regarding employee benefits."
hr2395-112,112,6/24/2011,To amend the Workforce Investment Act of 1998 to permit the establishment of Jobs Corps centers in territories of the United States.,,Labor and Employment,American Samoa|Caribbean area|Employment and training programs|Guam|Northern Mariana Islands|Puerto Rico|U.S. territories and protectorates|Virgin Islands,1,Wage Hour & Benefits,Amends the Workforce Investment Act of 1998 to permit the establishment of Job Corps centers in outlying areas (U.S. territories).,,False,,"The bill focuses on establishing Job Corps centers in U.S. territories, which is related to employment and training programs, not private employer obligations on employee wages, hours, or benefits."
hr4931-107,107,6/13/2002,To provide that the pension and individual retirement arrangement provisions of the Economic Growth and Tax Relief Reconciliation Act of 2001 shall be permanent.,Retirement Savings Security Act of 2002,Labor and Employment,Accidents|Accounting|Aliens|Annuities|Business income tax|Churches|Civil Service pensions|Defined benefit pension plans|Defined contribution plans|Disasters|Dividends|Divorce|Divorcees|Employee ownership|Excise tax|Executive compensation|Executives|Financial planning|Fringe benefits|Government paperwork|Government publicity|Household workers|Income tax|Individual retirement accounts|Life expectancy|Loans|Local employees|Merchant seamen|Pension funds|Pension portability|Personal income tax|Profit sharing|Religion|Small business|State employees|Stockholders|Sunset legislation|Tax administration|Tax credits|Tax deductions|Tax exclusion|Tax penalties|Tax-deferred compensation plans|Tax-exempt organizations|Trusts and trustees|User charges|Valuation|Women|Women's retirement,1,Wage Hour & Benefits,"Retirement Savings Security Act of 2002 - Makes the sunset provisions in Title IX of the Economic Growth and Tax Relief Reconciliation Act of 2001 inapplicable to the pension and individual retirement provisions in Title VI of that Act, which are thus made permanent.",,False,,"The bill makes certain pension and individual retirement provisions permanent, but it does not directly address private employer obligations on employee wages, hours, or benefits."
s2480-114,114,2/2/2016,"A bill to amend title 5, United States Code, to protect unpaid interns in the Federal Government from workplace harassment and discrimination, and for other purposes.",Federal Intern Protection Act of 2015,Government Operations and Politics,"Age discrimination|Disability and health-based discrimination|Employment discrimination and employee rights|Government employee pay, benefits, personnel management|Racial and ethnic relations|Religion|Sex, gender, sexual orientation discrimination|Social work, volunteer service, charitable organizations|Temporary and part-time employment",1;2,Wage Hour & Benefits;Employment Discrimination,"Federal Intern Protection Act of 2015

This bill extends protections against discrimination in a federal workplace based on race, color, religion, sex, national origin, age, or disability to interns (individuals who perform uncompensated voluntary service in a federal agency to earn credit awarded by an educational institution or to learn a trade or occupation) and applicants for internships.",,False,,"The bill addresses protections against discrimination for unpaid interns in the federal government, not obligations of private employers regarding wages, hours, or benefits."
hr2378-108,108,6/5/2003,"To reform the safety practices of the railroad industry, to prevent railroad fatalities, injuries, and hazardous materials releases, and for other purposes.",Railroad Safety Reform Act of 2003,Transportation and Public Works,Administrative fees|Administrative procedure|Administrative remedies|Alcoholism|Auditing|Automation|Business records|Civil actions and liability|Conferences|Conflict of interests|Congressional reporting requirements|Contractors|Criminal justice information|Data banks|Delegation of powers|Department of Transportation|Disciplining of employees|Discrimination in employment|Dismissal of employees|Driver licenses|Drug abuse|Drug abuse treatment|Drunk driving|Electronic data interchange|Emergency communication systems|Employee health benefits|Employee rights|Employee training|Employment tests|Evidence (Law)|Federal advisory bodies|Federal aid to transportation|Federal employees|Federal preemption|Federal-local relations|Federal-state relations|Fines (Penalties)|Fuel storage|Government ethics|Government lending|Government paperwork|Governmental investigations|Grievance procedures|Health surveys|Highspeed ground transportation|Hours of labor|Indexing (Economic policy)|Industrial relations|Labor unions|Leave of absence|Legislation|Licenses|Maintenance and repair|Medical screening|Medical tests|Motor vehicle safety|Noise|Obstruction of justice|Occupational health and safety|Personnel records|Physical examinations|Prosecution|Punitive damages|Radio|Railroad commuting traffic|Railroad employees,1;4;15;22,Wage Hour & Benefits;Workplace Safety;Competition-related Offenses;Government Contracting,"Railroad Safety Reform Act of 2003 - Amends Federal transportation law to revise: (1) the hours of duty limitations with respect to train employees, signal employees, dispatching service employees, and power directors; and (2) certain sleeping quarters limitations with respect to train employees (including signal employees), and individuals employed to maintain the right of way of a railroad carrier. Requires the carrier to provide, among other things, a separate bedroom for each employee or individual. Requires each Class I and Class II railroad carrier to submit to the Secretary of Transportation a fatigue management plan designed to reduce fatigue experienced by railroad employees and the likelihood of accidents and injuries caused by such fatigue.Sets forth certain limitations on duty hours of transport vehicle drivers.Revises certain employee protection requirements prohibiting a railroad carrier from discharging or discriminating against an employee. Prohibits the carrier from threatening, intimidating, or disciplining for, or preventing an employee from notifying such carrier of certain railroad accident/injury-related or hazardous condition information.Makes it unlawful for any person to interfere with a railroad safety investigation, or to influence the testimony of any person or prevent a person from attending such investigation.Sets forth both civil and criminal penalties for violations of this Act.Revises grade crossing safety requirements to require each railroad carrier to: (1) establish a toll-free telephone service to report grade crossing problems; (2) notify trains operating near a grade crossing of any problems there; and (3) ensure placement of signs at each grade crossing displaying toll-free telephone information.Prescribes requirements for: (1) all passenger railroad cars to have emergency windows; (2) installation of passenger railroad signals; and (3) internal and compartmentalized fuel tanks on passenger locomotives.Sets forth certain railroad safety rulemaking and enforcement provisions.",,True,enforcement,"The bill revises hours of duty limitations and employee protection requirements, which directly affect private employer obligations regarding employee hours and protections against discrimination and discharge."
s2284-106,106,3/23/2000,A bill to amend the Fair Labor Standards Act of 1938 to provide for an increase in the Federal minimum wage.,Minimum Wage Increase Act of 2000,Labor and Employment,Minimum wages|Northern Mariana Islands|Territories (U.S.),1,Wage Hour & Benefits,"Minimum Wage Increase Act of 2000 - Amends the Fair Labor Standards Act of 1938 to increase the Federal minimum wage (currently $5.15 per hour) to: (1) $5.65 an hour during the year beginning April 1, 2000; and (2) $6.15 an hour beginning April 1, 2001.Makes Federal minimum wage requirements applicable to the Commonwealth of the Northern Mariana Islands, following a specified transition phase-in.",,True,enforcement,"The bill amends the Fair Labor Standards Act to increase the federal minimum wage, which directly changes the obligations of private employers regarding the wages they must pay their employees."
hr3235-114,114,7/28/2015,"To amend the Public Health Service Act to authorize the Secretary of Health and Human Services, acting through the Administrator of the Health Resources and Services Administration, to make grants to States for screening and treatment for maternal depression.",Bringing Postpartum Depression Out of the Shadows Act of 2015,Health,Child health|Health programs administration and funding|Health promotion and preventive care|Medical tests and diagnostic methods|Mental health|Women's health,1,Wage Hour & Benefits,"Bringing Postpartum Depression Out of the Shadows Act of 2015

This bill amends the Public Health Service Act to authorize the Health Resources and Services Administration (HRSA) to make grants to states to establish, expand, or maintain culturally competent programs for screening and treatment of women who are pregnant, or who have given birth within the preceding 12 months, for maternal depression. The HRSA shall make such grants to at least three states and give priority to states proposing to expand or enhance screening for maternal depression in primary care settings.

Activities eligible for funding: (1) shall include providing appropriate training and relevant resources, including information on maternal depression screening, treatment, follow-up support, and linkages to community-based resources, to health care providers; and (2) may include enabling health care providers to provide or receive real-time psychiatric consultation to aid in the treatment of pregnant and postpartum women, conducting a public awareness campaign, funding start-up costs, and establishing linkages with and among community-based resources.",,False,,"The bill focuses on grants for state programs to screen and treat maternal depression, which does not involve private employer obligations on employee wages, hours, or benefits."
s1541-113,113,9/24/2013,"A bill to appropriate such funds as may be necessary to ensure that members of the Armed Forces, including reserve components thereof, and supporting civilian and contractor personnel continue to receive pay and allowances for active service performed when a Governmentwide shutdown occurs, and for other purposes.",Military Pay Protection Act of 2013,Armed Forces and National Security,"Appropriations|Coast guard|Defense spending|Department of Defense|Department of Homeland Security|Disaster relief and insurance|Executive agency funding and structure|Government employee pay, benefits, personnel management|Military personnel and dependents|Military procurement, research, weapons development|National Guard and reserves|Public contracts and procurement",1,Wage Hour & Benefits,"Military Pay Protection Act of 2013 - Requires the Secretary of the Treasury, during a government-wide shutdown, to make available to the Secretary of Defense (DOD), and the Secretary of Homeland Security (DHS) in the case of the Coast Guard, out of any amounts in the general fund of the Treasury not otherwise appropriated, such amounts as necessary to continue to provide pay and allowances to members of the Army, Navy, Air Force, Marine Corps, and Coast Guard, including reserve components, who perform active service during the funding gap. Allows for the provision of such pay and allowances, at the discretion of the DOD Secretary, to: (1) DOD civilian personnel providing support to such members, and (2) DOD contractor personnel providing direct support to such members.

Makes additional funding available as necessary to prevent interruptions or delays in the performance of domestic disaster relief and recovery operations.

Defines ""government-wide shutdown"" as any portion of a fiscal year during which none of the appropriation bills for the fiscal year have become law and an Act or joint resolution making continuing appropriations for the fiscal year is not in effect.",,False,,"The bill focuses on ensuring pay for military personnel and supporting civilian and contractor personnel during a government shutdown, which does not involve private employer obligations on employee wages, hours, or benefits."
s1151-115,115,5/17/2017,A bill to amend the Internal Revenue Code of 1986 to provide a nonrefundable credit for working family caregivers.,Credit for Caring Act of 2017,Taxation,"Health care costs and insurance|Income tax credits|Long-term, rehabilitative, and terminal care",1,Wage Hour & Benefits,"Credit for Caring Act of 2017

This bill amends the Internal Revenue Code to allow an eligible caregiver a new tax credit for 30% of the cost of long-term care expenses that exceed $2,000, up to $3,000 in a taxable year. The bill defines ""eligible caregiver"" as an individual who has earned income for the taxable year in excess of $7,500 and pays or incurs expenses for providing care to a spouse or other dependent relative with long-term care needs.",,False,,"The bill provides a tax credit for individual caregivers, not for private employers, and does not relate to employer obligations on employee wages, hours, or benefits."
hr808-113,113,2/25/2013,To establish a Department of Peacebuilding.,Department of Peacebuilding Act of 2013,Government Operations and Politics,"Advanced technology and technological innovations|Advisory bodies|Alternative dispute resolution, mediation, arbitration|Arms control and nonproliferation|Assault and harassment offenses|Child health|Commemorative events and holidays|Correctional facilities and imprisonment|Crime prevention|Crime victims|Crimes against children|Crimes against women|Cultural exchanges and relations|Diplomacy, foreign officials, Americans abroad|Domestic violence and child abuse|Drug, alcohol, tobacco use|Economic development|Elementary and secondary education|Employment discrimination and employee rights|Executive agency funding and structure|Firearms and explosives|Foreign aid and international relief|Government information and archives|Higher education|Human rights|International organizations and cooperation|Juvenile crime and gang violence|Mental health|News media and reporting|Preschool education|Racial and ethnic relations|Reconstruction and stabilization|Sex offenses|Sex, gender, sexual orientation discrimination|Teaching, teachers, curricula|United Nations|Violent crime|Women's rights",1;2;12;24,"Wage Hour & Benefits;Employment Discrimination;Fraud, Corruption & Criminal Conduct;Government Reporting & Compliance","Department of Peacebuilding Act of 2013 - Establishes a Department of Peacebuilding, which shall be headed by a Secretary of Peacebuilding (Secretary).

Sets forth the mission of the Department, including: (1) cultivation of peace as a national policy objective; and (2) development of policies that promote national and international conflict prevention, nonviolent intervention, mediation, peaceful conflict resolution, and structured conflict mediation.

Establishes in the Department: (1) the Office of Peace Education and Training, (2) the Office of Domestic Peace Activities, (3) the Office of International Peace Activities, (4) the Office of Technology for Peace, (5) the Office of Arms Control and Disarmament, (6) the Office of Peacebuilding Information and Research, (7) the Office of Human Rights and Economic Rights, and (8) the Intergovernmental Advisory Council on Peace.

Establishes a Federal Interagency Committee on Peace.

Directs the Secretary of Defense (DOD) and the Secretary of State to consult with the Secretary concerning nonviolent means of conflict resolution when a conflict between the United States and any other government or entity is imminent or occurring.

Directs the Secretary to encourage citizens to celebrate the blessings of peace and endeavor to create peace on a Peace Day.",,False,,"The bill establishes a Department of Peacebuilding focused on conflict prevention and resolution, which does not relate to private employer obligations on employee wages, hours, or benefits."
hr3198-114,114,7/23/2015,"To amend the Internal Revenue Code of 1986 to allow a credit to small employers for certain newly hired employees, and for other purposes.",Small Business Jobs Act of 2015,Taxation,Employee hiring|Income tax credits|Small business|Tax-exempt organizations|Unemployment|Wages and earnings,1,Wage Hour & Benefits,"Small Business Jobs Act of 2015

This bill amends the Internal Revenue Code to allow a qualified small employer a business-related tax credit for the cost of hiring up to 5 new employees who work for such employer, on average, at least 30 hours per week. The bill defines ""qualified small employer"" as an employer who: (1) has a place of business in a county with an annual unemployment rate that is at least 1% greater than the national rate for the preceding calendar year; and (2) did not employ fewer than 2, or more than 100, employees in the preceding calendar year. The bill allows an employer who is a tax-exempt organization to claim such credit. The credit is not available for wages paid after December 31, 2017.",,True,tax_credit_introduction,"The bill introduces a new tax credit for small employers who hire new employees, which incentivizes private employer behavior related to employee wages and employment."
hr3384-112,112,11/4/2011,To amend the Internal Revenue Code of 1986 to provide a tax credit for the employment of wounded warriors.,Wounded Warriors Employment Opportunity Act of 2011,Taxation,"Disability and paralysis|Employee hiring|Income tax credits|Veterans' education, employment, rehabilitation",1,Wage Hour & Benefits,"Wounded Warriors Employment Opportunity Act of 2011 - Amends the Internal Revenue Code to increase from $12,000 to $24,000 in taxable years ending before January 1, 2017, the amount of wages which may be taken into account in determining the allowable work opportunity tax credit for the hiring of certain disabled veterans who have been unemployed for six months or more during the one-year period ending on the hiring date.",,True,tax_credit_introduction,"The bill introduces a new tax credit incentive for private employers to hire disabled veterans, which relates to employer obligations on employee wages and employment."
hr6645-110,110,7/29/2008,"To authorize assistance to the Republic of the Philippines for the purpose of providing benefits to certain Filipino World War II veterans, and for other purposes.",Filipino Veterans Assistance Act of 2008,International Affairs,"Asia|Foreign aid and international relief|Philippines|Veterans' education, employment, rehabilitation|Veterans' medical care|Veterans' pensions and compensation",1,Wage Hour & Benefits,"Filipino Veterans Assistance Act of 2008 - Authorizes the President to provide assistance to the Republic of the Philippines to provide benefits to persons (and certain dependents thereof) who served: (1) before July 1, 1946, in the organized military forces of the government of the Commonwealth of the Philippines, while in the service of the Armed Forces of the United States; or (2) in the Philippine Scouts. Includes within the benefits to be provided: (1) compensation for service-connected disabilities; (2) dependency and indemnity compensation; (3) medical care; (4) education benefits; and (5) death pensions.",,False,,"The bill provides assistance to the Republic of the Philippines for benefits to Filipino World War II veterans, which does not involve private employer obligations on employee wages, hours, or benefits."
hr2668-111,111,6/2/2009,"To provide for the offering of an American Trust Health Plan to provide choice in health insurance options so as to ensure quality, affordable health coverage for all Americans.",Choice in Health Options Insures Care for Everyone (CHOICE) Act of 2009,Health,Advisory bodies|Department of Health and Human Services|Employee benefits and pensions|Executive agency funding and structure|Health care costs and insurance|Health care coverage and access|Medicare,1,Wage Hour & Benefits,Choice in Health Options Insures Care for Everyone (CHOICE) Act of 2009 - Establishes the American Trust Health Plan to offer eligible individuals health benefits coverage. Requires the Plan to comply with all requirements that are applicable with respect to other health benefit plans to be offered through a National Health Insurance Exchange. (The Exchange has not yet been established.) Exempts the Plan from state insurance regulations. Treats enrollment with the Plan as satisfying any requirement under federal law for the individual to demonstrate enrollment in health insurance or benefits coverage. Sets forth provisions regarding administration of the Plan. Requires the Plan to be financially self-sustaining insofar as funds to operate the Plan shall be derived from premiums of individuals enrolled under the Plan. Makes the Plan eligible to accept subsides to the same extent as other health benefit plans offered through an Exchange. Prohibits significant changes to the Plan without public notice. Conditions a health care provider's continued participation in the Medicare program on participation in the American Trust Health Plan. Sets payment for health care providers under the Plan at 105% of the payment rates under Medicare. Requires the Administrator of the Plan to set the benefit level and the premiums.,,False,,"The bill primarily focuses on establishing a new health insurance plan and its administration, not on private employer obligations related to employee wages, hours, or benefits."
hr6351-112,112,8/2/2012,To amend chapter 1 of title 9 of United States Code with respect to arbitration.,Fairness in Nursing Home Arbitration Act of 2012,Law,"Aging|Alternative dispute resolution, mediation, arbitration|Contracts and agency|Health facilities and institutions|Long-term, rehabilitative, and terminal care",1,Wage Hour & Benefits,Fairness in Nursing Home Arbitration Act of 2012 - Provides that a pre-dispute arbitration agreement between a long-term care facility and a resident (or anyone acting on the resident's behalf) shall not be valid or specifically enforceable.,,False,,"The bill addresses arbitration agreements between long-term care facilities and residents, not private employer obligations on employee wages, hours, or benefits."
