bill_id,congress_term,introduced_at,official_title,short_title,policy_area,subjects,category_ids,category_labels,bill_type,reason,summary,gpt_categories,gpt_bill_type,gpt_reason
s910-114,114,2015-04-14,"An original bill to amend the Internal Revenue Code of 1986 to clarify the special rules for accident and health plans of certain governmental entities, and for other purposes.",,Taxation,"Debt collection|Employee benefits and pensions|Government employee pay, benefits, personnel management|Health care costs and insurance|Income tax exclusion|Medicare|State and local government operations|Tax administration and collection, taxpayers",1,Wage Hour & Benefits,enforcement,"The bill clarifies rules for accident and health plans of governmental entities, which, while focused on government entities, touches on the broader area of employee benefits and could impact how similar plans are structured and administered, potentially affecting employer conduct related to ERISA and employee benefits.","(This measure has not been amended since it was introduced. The summary has been expanded because action occurred on the measure.)

(Sec. 1) Amends the Internal Revenue Code, with respect to the exclusion from gross income of payments from an accident or health plan, to: (1) make the exclusion for payments to a beneficiary other than a spouse or dependent child applicable to plans established by or on behalf of a state or political subdivision thereof; and (2) define a ""qualified taxpayer,"" for purposes of the exclusion, as an employee or the spouse, dependent, or child (under age 27) of an employee.

(Sec. 2) Increases from 30% to 35% the rate of the continuous levy on payments made after 180 days after the enactment of this Act to Medicare providers and suppliers for unpaid taxes.",,,"The bill addresses tax exclusions and levy rates related to governmental entities and Medicare providers, not private employer wage or benefit obligations."
s3668-111,111,2010-07-29,"A bill to require the Secretary of Health and Human Services to establish a demonstration program to award grants to, and enter into contracts with, medical-legal partnerships to assist patients and their families to navigate health-related programs and activities.",Medical-Legal Partnership for Health Act,Health,Government studies and investigations|Health care costs and insurance|Health care coverage and access|Health programs administration and funding|Health promotion and preventive care|Lawyers and legal services|Minority health,1,Wage Hour & Benefits,enforcement,"The bill aims to assist patients in navigating health-related programs, which could include addressing issues related to employer-sponsored health benefits and access to care, indirectly impacting employer obligations related to providing adequate benefits.",Medical-Legal Partnership for Health Act - Directs the Secretary of Health and Human Services (HHS) to establish a nationwide demonstration project to: (1) award matching grants or enter into contracts with medical-legal partnerships to assist patients and their families in navigating health-related programs and activities; and (2) evaluate the effectiveness of such partnerships. Authorizes the Secretary to provide technical assistance to grantees to support the establishment and sustainability of medical-legal partnerships. Requires amounts received under this Act to be used to achieve one or more of the following goals: (1) enhancing access to health care services; (2) improving health outcomes for low-income individuals; (3) reducing health disparities among health disparities populations; (4) enhancing wellness and prevention of chronic conditions and other health problems; (5) reducing cost of care to the health care system; (6) addressing the social determinants of health; and (7) addressing situational contributing factors. Prohibits funds under this Act from being used: (1) for any medical malpractice action or proceeding; (2) to provide any support to an alien who is not a qualified alien or a nonimmigrant under the Immigration and Nationality Act or an alien who is paroled into the United States under such Act for less than one year; (3) to provide legal assistance with respect to any proceeding or litigation which seeks to procure an abortion or to compel any individual or institution to perform or assist in the performance of an abortion; or (4) to initiate or participate in a class action lawsuit. Requires the Secretary to study and report to Congress on the results of such project.,,,"The bill focuses on establishing medical-legal partnerships to assist patients with health-related programs, which does not involve corporate misconduct or enforcement against private employers."
hr3102-114,114,2015-07-16,"To amend the Homeland Security Act of 2002 to reform programs of the Transportation Security Administration, streamline transportation security regulations, and for other purposes.",Airport Access Control Security Improvement Act of 2015,Transportation and Public Works,Administrative remedies|Aviation and airports|Congressional oversight|Criminal justice information and records|Employee performance|Firearms and explosives|Foreign labor|Government information and archives|Government studies and investigations|Licensing and registrations|Personnel records|Transportation employees|Transportation safety and security|Visas and passports,1;3,Wage Hour & Benefits;Labor Relations,enforcement,"The bill relates to airport employee screening and access controls, which involves employer performance and potential disqualification for criminal offenses, and also addresses labor relations through the establishment of a redress process for adverse employment decisions.","(This measure has not been amended since it was reported to the House on October 6, 2015. The summary of that version is repeated here.)

Airport Access Control Security Improvement Act of 2015

(Sec. 2) This bill amends the Homeland Security Act of 2002 to direct the Transportation Security Administration (TSA) to establish a risk-based, intelligence-driven model for the screening of airport employees based on level of employment-related access to Secure Identification Display Areas, Airport Operations Areas, or secure areas at U.S. airports.

 TSA shall conduct an aviation security risk-based review of certain federal disqualifying criminal offenses to determine their appropriateness as a basis for denying an employee a credential that allows unescorted access to Secure Identification Display Areas of airports.

TSA shall provide a redress process for employees subject to an adverse employment decision (including removal or suspension) due to a disqualifying offense that is consistent with the appeals and waiver process for applicants for commercial motor vehicle hazardous materials endorsements and transportation workers at ports.

TSA shall review the auditing procedures for all airport-issued identification media.

TSA shall:

 establish a program to allow airport badging offices to use ""E-Verify"" to determine eligibility to work in the United States of all applicants seeking access to secure areas of airports, establish a process to transmit applicants' biometric fingerprint data to the Office of Biometric Identity Management's Automated Biometrics Identification System for vetting, assess credential application data received by DHS to ensure it is complete and matches data submitted by airport operators. TSA shall establish a nationwide program for the anonymous reporting of violations of airport security.

TSA shall:

 establish a national database of employees who have had either their airport or aircraft operator-issued badge revoked for failure to comply with aviation requirements, determine the appropriate mechanisms for airports and airlines to submit such data and access the database, and establish a process to allow individuals whose names were mistakenly entered into the database to have them removed and their credentialing restored. The Aviation Security Advisory Committee shall update and review airport access controls.

TSA shall conduct a cost and feasibility study of a significant number of Category I, II, and X airports that ensures that all employee entry and exit points that lead to airport secured areas comprise the following:

 a secure door that uses card and pin entry or biometric technology, surveillance video recording capable of storing video data for at least 30 days, and certain advanced screening technologies (including at least one of the following: magnetometer [walk through or hand-held], explosives detection canines or explosives trace detection swabbing, advanced imaging technology, or X-ray bag screening technology). The Government Accountability Office shall assess the quality and reliability of the study.",6,enforcement,"The bill enhances TSA's regulatory framework for airport employee screening and access control, directly impacting transportation safety and security enforcement."
hr1169-112,112,2011-03-17,"To amend titles 5, 10, and 32, United States Code, to eliminate inequities in the treatment of National Guard technicians, to reduce the eligibility age for retirement for non-Regular service, and for other purposes.",National Guard Technician Equity Act,Armed Forces and National Security,"Government employee pay, benefits, personnel management|Government lending and loan guarantees|Government studies and investigations|Health care coverage and access|Higher education|Military medicine|National Guard and reserves|Student aid and college costs",1,Wage Hour & Benefits,enforcement,"The bill directly affects the compensation, benefits, and rights of National Guard technicians, who are non-governmental employers, by removing limitations on hiring, providing overtime pay, and revising retirement eligibility, thus relating to wage/hour and benefit obligations.","National Guard Technician Equity Act - Provides a person the right to be employed as a non-dual status technician if: (1) the technician position has been designated to be filled only by a non-dual status technician, or (2) the person occupying the technician position has at least 20 years of service as a dual status military technician. Repeals: (1) the permanent limitation on the number of non-dual status technicians, and (2) the prohibition against overtime pay for National Guard technicians. Provides for: (1) continued compensation for a military technician who was hired as a dual status technician but who is no longer a member of the Selected Reserve; and (2) certain enlistment, reenlistment, and student loan benefits for military technicians. Provides for a technician's rights of grievance, arbitration, appeal, and review beyond the current stage of the adjutant general of the jurisdiction concerned. Makes a dual status military technician eligible for early retirement if separating from the Selected Reserve or ceasing to hold a specified military grade after: (1) completing 25 years of technician service, or (2) becoming 50 years old and completing 20 years of such service. Increases annual paid employment leave to 30 days for reserve or National Guard duty. Revises specified provisions regarding employer health plan contributions for members of a reserve component of the Armed Forces. Reduces to 55 the eligibility age for retired pay for non-regular service.",,,"The bill addresses compensation and benefits for National Guard technicians, who are government employees, and does not involve private employer wage or benefit obligations."
hr1077-107,107,2001-03-15,"To provide that pay for prevailing rate employees in Pasquotank County, North Carolina, be determined by applying the same pay schedules and rates as apply with respect to prevailing rate employees in the local wage area that includes Carteret County, North Carolina.",,Government Operations and Politics,Blue collar workers|Federal employees|North Carolina|Pay equity|Salaries,1,Wage Hour & Benefits,enforcement,"The bill directly regulates the pay schedules and rates for prevailing rate employees in Pasquotank County, North Carolina, effectively setting wage obligations for non-governmental employers.","Requires the pay for prevailing rate employees in Pasquotank County, North Carolina, to be fixed and adjusted by applying the same pay schedules and rates as apply with respect to such employees in the local wage area that includes Carteret County, North Carolina.",,,"The bill addresses pay adjustments for federal employees, which does not involve private employer wage or benefit obligations."
hr2470-110,110,2007-05-24,To amend the Internal Revenue Code of 1986 to expand the incentives for the construction and renovation of public schools.,America's Better Classrooms Act of 2007,Taxation,Bonds|Building construction|Construction costs|Construction industries|Construction workers|Depressed areas|Elementary and secondary education|Elementary education|Employee selection|Enterprise zones|Government contractors|Income tax|Investments|Land transfers|Maintenance and repair|Public schools|School buildings|Secondary education|Standards|Tax credits|Wages,1,Wage Hour & Benefits,tax_credit_introduction,"The bill introduces tax credits for investment in public school modernization bonds, and includes labor standards applicable to the construction projects financed by those bonds, relating to employer wage obligations.","America's Better Classrooms Act of 2007 - Amends the Internal Revenue Code to allow a tax credit for investment in qualified public school modernization bonds, defined to include: (1) bonds for the construction, rehabilitation, or repair of a public school facility or for the acquisition of land for such facility (qualified school construction bonds); and (2) bonds to finance certain academic programs below the postsecondary level in empowerment zones or enterprise communities (qualified zone academy bonds). Establishes a national limitation on the issuance of such bonds and provides for the allocation of bond amounts among the states according to a specified formula. Terminates the authority for issuance of such bonds after 2009.Amends the General Education Provisions Act to apply certain labor standards to public school construction projects financed by this Act.Amends the Workforce Investment Act of 1998 to require states to establish employment and training programs relating to the construction or reconstruction of public school facilities.",,,"The bill provides tax credits for public school construction and renovation, which does not involve private employer wage or benefit obligations or corporate misconduct."
hr5207-111,111,2010-05-05,"To amend the Internal Revenue Code of 1986 to improve the operation of employee stock ownership plans, and for other purposes.",Employee Stock Ownership Plan Promotion and Improvement Act of 2010,Taxation,"Employee benefits and pensions|Financial services and investments|Government lending and loan guarantees|Income tax deductions|Income tax exclusion|Income tax rates|Interest, dividends, interest rates|Securities|Small business",1,Wage Hour & Benefits,tax_credit_introduction,"The bill aims to improve the operation of Employee Stock Ownership Plans (ESOPs) through various tax provisions, which indirectly relate to employee benefits and pensions by incentivizing their use.","Employee Stock Ownership Plan Promotion and Improvement Act of 2010 - Amends the Internal Revenue Code to: (1) exempt certain distributions, including dividends, by S corporations to an employee stock ownership plan (ESOP) from the penalty tax for premature employee benefit plan withdrawals; (2) exempt deductions for ESOP dividends from corporate alternative minimum tax adjustments based on adjusted earnings and profits; (3) allow deferral of the recognition of gain for certain sales to ESOPs sponsored by any domestic corporation, including S corporations; (4) allow reinvestment of ESOP stock proceeds eligible for nonrecognition of gain in certain mutual funds; and (5) modify certain ESOP stock ownership rules. Amends the Small Business Act to allow a majority-owned ESOP business concern to continue to qualify for loans, preferences, and other programs under such Act.",,,"The bill primarily addresses tax treatment and benefits related to employee stock ownership plans, which does not directly relate to enforcement or regulation of corporate misconduct."
hr3744-109,109,2005-09-13,"To amend the Internal Revenue Code of 1986 to provide incentives for Americans to open their homes to fellow Americans from the Gulf Coast who were devastated by Hurricane Katrina, and for other purposes.",Katrina Aftermath Relief Effort Tax Credit Act,Taxation,Alabama|Clothing|Costs|Displaced persons|Elementary and secondary education|Elementary education|Emergency housing|Equipment and supplies|Floods|Higher education|Hurricane aftermath legislation|Hurricanes|Income tax|Louisiana|Mississippi|Secondary education|Tax credits|Tax returns|Travel costs,1,Wage Hour & Benefits,tax_credit_introduction,"The bill introduces a tax credit to incentivize individuals to provide housing support to those displaced by Hurricane Katrina, which indirectly relates to private individuals providing support, and could be seen as encouraging actions that alleviate burdens on employers or social services related to displaced workers.","Katrina Aftermath Relief Effort Tax Credit Act - Amends the Internal Revenue Code to allow individual taxpayers a refundable tax credit for certain housing support expenses (e.g., food, clothing, and school supplies) paid or incurred between August 29, 2005, and December 31, 2006, to help individuals displaced by Hurricane Katrina. Limits the amount of such credit to $1,000 for any taxable year.",,,"The bill provides a tax credit for individuals assisting those displaced by Hurricane Katrina, which does not relate to corporate misconduct or private employer obligations."
s3009-114,114,2016-05-26,"A bill to support entrepreneurs serving in the National Guard and Reserve, and for other purposes.",National Guard and Reserve Entrepreneurship Support Act of 2016,Commerce,"Business education|Conflicts and wars|Congressional oversight|Disaster relief and insurance|Government lending and loan guarantees|Military personnel and dependents|National Guard and reserves|Small business|Veterans' education, employment, rehabilitation",1,Wage Hour & Benefits,enforcement,"The bill revises conditions for extending disaster loan assistance to small businesses affected by essential employee deployment, which relates to private employer wage and benefit obligations under the FLSA and related laws.","National Guard and Reserve Entrepreneurship Support Act of 2016

(Sec. 2) This bill amends the Small Business Act and the Veterans Entrepreneurship and Small Business Development Act of 1999 to revise a condition on the extension of disaster loan assistance to a small business concern that has suffered, or that is likely to suffer, substantial economic injury as the result of an essential employee's being ordered to active military duty during a period of military conflict.

The condition ""being ordered to active military duty during a period of military conflict"" shall change to read ""being ordered to deploy as part of active military duty."" This change shall permit the extension of disaster assistance to a small business concern in such a circumstance even when deployment is not during a period of military conflict.

The same condition is revised in requirements for deferred repayment of principal and interest due on a direct loan to a qualified borrower who is an eligible armed forces reservist and who:

 received a direct loan, including a disaster loan, from the Small Business Administration (SBA) before being ordered to active duty; or is an essential employee ordered to active duty from a small business concern that received a direct loan, including a disaster loan, from the SBA. The President shall report semiannually to specified congressional committees on the number of loans, and their dollar amount, made under the Military Reservist Economic Injury Disaster Loan program, including the subsidy rate of those loans.

(Sec. 3) The SBA shall to make grants and enter into contracts and cooperative agreements with specified public and private entities for outreach programs for the spouses of veterans and members of a reserve component of the armed forces.

 In making such grants the SBA shall establish a National Guard and Reserve Deployment Support and Business Training Program to give training, counseling and other assistance to support members of a reserve component of the armed forces and their spouses.

In establishing this program the SBA may:

 modify existing programs and resources to disseminate pre-deployment and other information specific to members of a reserve component of the Armed Forces and their spouses; collaborate with the National Guard Bureau (NGB), State Adjutant Generals (or their designees), and other public and private partners; and furnish training, information, and other resources to the NGB and State Adjutant Generals (or designees) to support members of a reserve component of the armed forces, their spouses, and the spouses of veterans.",,,"The bill focuses on supporting small businesses and entrepreneurs affected by military deployment, without addressing private employer wage or benefit obligations, discrimination, or other corporate misconduct categories."
hr2831-109,109,2005-06-09,To amend title I of the Employee Retirement Income Security Act of 1974 and the Internal Revenue Code of 1986 to make improvements in benefit accrual standards.,Pension Preservation and Portability Act of 2005,Labor and Employment,"Age discrimination|Civil service retirement|Cost of living adjustments|Defined benefit pension plans|Early retirement|Indexing (Economic policy)|Interest rates|Old age, survivors and disability insurance|Railroad retirement plans",1,Wage Hour & Benefits,enforcement,"The bill amends ERISA to require all defined benefit pension plans to comply with certain rules regarding age discrimination in accrued benefits, directly regulating private employer pension plan obligations.","Pension Preservation and Portability Act of 2005 - Amends the Employee Retirement Income Security Act of 1974 (ERISA) and the Internal Revenue Code to require all defined benefit pension plans, including hybrid plans such as a cash balance plan, to comply with certain rules, in cases of reduction in accrued benefits because of attainment of any age, in order to be deemed nondiscriminatory as to age.",1;2,enforcement,"The bill amends ERISA to enforce nondiscrimination in pension benefit accruals based on age, addressing employer obligations under pension and age discrimination laws."
s613-112,112,2011-03-17,A bill to amend the Individuals with Disabilities Education Act to permit a prevailing party in an action or proceeding brought to enforce the Act to be awarded expert witness fees and certain other expenses.,IDEA Fairness Restoration Act,Education,Civil actions and liability|Disability and paralysis|Elementary and secondary education|Evidence and witnesses|Legal fees and court costs|Special education,1,Wage Hour & Benefits,enforcement,"The bill relates to enforcement of the Individuals with Disabilities Education Act (IDEA) by allowing prevailing parties to recover expert witness fees and expenses, which can impact the cost of litigation against school districts and potentially encourage greater compliance with IDEA requirements.","IDEA Fairness Restoration Act - Amends the Individuals with Disabilities Education Act to include expert witness fees, including the reasonable costs of any test or evaluation necessary for the preparation of the parents' or guardians' case in the action or proceeding, within the definition of ""attorneys' fees"" that may be awarded to the prevailing party in a civil action brought under such Act.",,,"The bill addresses legal fees in special education cases under the Individuals with Disabilities Education Act, which does not involve corporate misconduct or private employer obligations."
hr2395-112,112,2011-06-24,To amend the Workforce Investment Act of 1998 to permit the establishment of Jobs Corps centers in territories of the United States.,,Labor and Employment,American Samoa|Caribbean area|Employment and training programs|Guam|Northern Mariana Islands|Puerto Rico|U.S. territories and protectorates|Virgin Islands,1,Wage Hour & Benefits,,"The bill relates to employment and training programs, specifically permitting Job Corps centers in U.S. territories, but does not directly regulate or enforce wage/hour or benefits obligations, nor does it introduce tax incentives related to employer conduct.",Amends the Workforce Investment Act of 1998 to permit the establishment of Job Corps centers in outlying areas (U.S. territories).,,,"The bill focuses on establishing Job Corps centers in U.S. territories, which does not directly relate to corporate misconduct or enforcement against private employers."
s2436-108,108,2004-05-18,A bill to reauthorize the Native American Programs Act of 1974.,,Native Americans,Alaska|Authorization|Congressional reporting requirements|Department of the Interior|Environmental law enforcement|Federal aid to Indians|Hawaiians|Indian economic development|Indian lands|Indian law enforcement|Indigenous peoples|Minorities,1;22,Wage Hour & Benefits;Government Contracting,enforcement,"The bill reauthorizes the Native American Programs Act, which includes provisions for Indian law enforcement and federal aid to Indians, potentially impacting government contracting and oversight of funds provided to tribal entities, which could relate to False Claims Act enforcement.","Amends the Native American Programs Act of 1974 to make the Commissioner for Native American Programs (the current chairperson) and the Director of the Indian Health Service (the current vice-chairperson) both co-chairpersons of the Intra-Departmental Council on Native American Affairs. Amends the Native American Programs Act of 1974 to authorize appropriations for FY 2005 through 2009. Changes from annual to every five years the Secretary of the Interior's periodic report to Congress on the social and economic conditions of American Indians, Native Hawaiians, other Native American Pacific Islanders (including American Samoan Natives), and Alaska Natives. Amends the Native Hawaiian Education Act to authorize activities under such Act to include research and education activities relating to Native Hawaiian law.",,,"The bill focuses on reauthorizing programs and reporting requirements related to Native American affairs, without addressing corporate misconduct or private employer obligations."
hr4931-107,107,2002-06-13,To provide that the pension and individual retirement arrangement provisions of the Economic Growth and Tax Relief Reconciliation Act of 2001 shall be permanent.,Retirement Savings Security Act of 2002,Labor and Employment,Accidents|Accounting|Aliens|Annuities|Business income tax|Churches|Civil Service pensions|Defined benefit pension plans|Defined contribution plans|Disasters|Dividends|Divorce|Divorcees|Employee ownership|Excise tax|Executive compensation|Executives|Financial planning|Fringe benefits|Government paperwork|Government publicity|Household workers|Income tax|Individual retirement accounts|Life expectancy|Loans|Local employees|Merchant seamen|Pension funds|Pension portability|Personal income tax|Profit sharing|Religion|Small business|State employees|Stockholders|Sunset legislation|Tax administration|Tax credits|Tax deductions|Tax exclusion|Tax penalties|Tax-deferred compensation plans|Tax-exempt organizations|Trusts and trustees|User charges|Valuation|Women|Women's retirement,1,Wage Hour & Benefits,enforcement,"The bill makes permanent provisions relating to pension and retirement plans, which directly regulates private employer obligations under ERISA and related laws.","Retirement Savings Security Act of 2002 - Makes the sunset provisions in Title IX of the Economic Growth and Tax Relief Reconciliation Act of 2001 inapplicable to the pension and individual retirement provisions in Title VI of that Act, which are thus made permanent.",,,"The bill makes certain pension and retirement provisions permanent, but does not directly regulate or enforce private employer conduct related to wage, hour, or benefit obligations."
hr5722-115,115,2018-05-09,"To direct the Secretary of Health and Human Services to conduct a study and submit to Congress a report containing recommendation on how to improve the use of non-opioid treatments for acute and chronic pain management for individuals entitled to benefits under part A or enrolled under part B of the Medicare program, and for other purposes.",Dr. Todd Graham Pain Management Improvement Act of 2018,Health,"Alternative treatments|Congressional oversight|Drug therapy|Drug trafficking and controlled substances|Drug, alcohol, tobacco use|Government information and archives|Government studies and investigations|Health technology, devices, supplies|Hospital care|Medicare|Mental health",1,Wage Hour & Benefits,,"The bill directs a study on improving non-opioid pain management for Medicare beneficiaries, but does not directly regulate or enforce employer wage/benefit conduct, nor does it introduce tax incentives related to such conduct.","Dr. Todd Graham Pain Management Improvement Act of 2018

This bill requires the Centers for Medicare & Medicaid Services to publish a report on whether Medicare payments, coverage, and coding policies for non-opioid pain management treatments should be revised. The report must include an analysis of pain management and prescribing guidelines, access to non-opioid treatments, and the effect of any recommended changes on Medicare and enrollee opioid addiction.",,,"The bill focuses on Medicare policies and non-opioid pain management, which do not involve private employer misconduct or obligations."
s3738-110,110,2008-12-11,"A bill to amend the Truth in Lending Act to permit deferrals on certain home mortgage foreclosures for a limited period to allow homeowners to take remedial action, to require home mortgage servicers to provide advance notice of any upcoming reset of the mortgage interest rate, and for other purposes.",Home Retention and Economic Stabilization Act of 2008,Housing and Community Development,Administrative procedure|Authorization|Civil actions and liability|Consumer education|Debtor and creditor|Depreciation and amortization|Federal Deposit Insurance Corporation|Federal Reserve System|Federal aid to housing|Fees|Foreclosure|Government corporations|Government paperwork|Housing finance|Loan defaults|Mortgage interest rates|Mortgages|Neighborhood Reinvestment Corporation,1,Wage Hour & Benefits,enforcement,"The bill directly affects private employer conduct by establishing a right to defer foreclosure and requiring advance notice of mortgage interest rate resets, relating to consumer protection and private mortgage obligations.","Home Retention and Economic Stabilization Act of 2008 - Amends the Truth in Lending Act to establish the right of an eligible deferred-foreclosure consumer, defendable in court, to defer initiation of a foreclosure or related action, including a foreclosure sale, brought by any creditor, servicer, or holder of an eligible deferred-foreclosure mortgage, during a specified deferment period. Declares invalid any foreclosure action or proceeding regarding a deferred-foreclosure mortgage if the creditor or servicer fails to notify the consumer: (1) at least 30 days before instituting the action or proceeding; and (2) at least once during each subsequent 30-day period until the foreclosure becomes final. Prescribes procedures governing: (1) initiating foreclosure deferment; (2) payment notices during the deferment period; and (3) the manner of consumer payment during the deferment period. Amortizes over the life of the mortgage the difference between the amount of monthly payment due under the eligible deferred-foreclosure mortgage and the deferment payment amount. Prohibits a creditor or servicer from imposing any late fee or other fee or charge during the deferment period. Requires the creditor or servicer to provide the consumer with separate, written notification, distinct from all other correspondence, regarding: (1) any interest rate increase with respect to a sub-prime mortgage; (2) any minimum monthly payment increase with respect to a negative amortization mortgage; (3) clear and conspicuous disclosure of the good faith estimate of the monthly payment applicable after the adjustment or reset date; and (4) a list of alternatives available to consumers prior to the date of adjustment or increase. Authorizes appropriations for the Neighborhood Reinvestment Corporation to implement foreclosure mitigation activities.",14,enforcement,"The bill enforces consumer protection by requiring mortgage servicers to provide advance notice of interest rate resets and deferral options, addressing deceptive practices in mortgage servicing."
s2480-114,114,2016-02-02,"A bill to amend title 5, United States Code, to protect unpaid interns in the Federal Government from workplace harassment and discrimination, and for other purposes.",Federal Intern Protection Act of 2015,Government Operations and Politics,"Age discrimination|Disability and health-based discrimination|Employment discrimination and employee rights|Government employee pay, benefits, personnel management|Racial and ethnic relations|Religion|Sex, gender, sexual orientation discrimination|Social work, volunteer service, charitable organizations|Temporary and part-time employment",1;2,Wage Hour & Benefits;Employment Discrimination,enforcement,"The bill extends discrimination protections to unpaid interns in the federal government, directly regulating private employer conduct by prohibiting discrimination based on protected characteristics and workplace harassment, relating to FLSA and equal employment opportunity laws.","Federal Intern Protection Act of 2015

This bill extends protections against discrimination in a federal workplace based on race, color, religion, sex, national origin, age, or disability to interns (individuals who perform uncompensated voluntary service in a federal agency to earn credit awarded by an educational institution or to learn a trade or occupation) and applicants for internships.",,,"The bill addresses protections for unpaid interns in the Federal Government, which does not involve private employer conduct or corporate misconduct."
hr2378-108,108,2003-06-05,"To reform the safety practices of the railroad industry, to prevent railroad fatalities, injuries, and hazardous materials releases, and for other purposes.",Railroad Safety Reform Act of 2003,Transportation and Public Works,Administrative fees|Administrative procedure|Administrative remedies|Alcoholism|Auditing|Automation|Business records|Civil actions and liability|Conferences|Conflict of interests|Congressional reporting requirements|Contractors|Criminal justice information|Data banks|Delegation of powers|Department of Transportation|Disciplining of employees|Discrimination in employment|Dismissal of employees|Driver licenses|Drug abuse|Drug abuse treatment|Drunk driving|Electronic data interchange|Emergency communication systems|Employee health benefits|Employee rights|Employee training|Employment tests|Evidence (Law)|Federal advisory bodies|Federal aid to transportation|Federal employees|Federal preemption|Federal-local relations|Federal-state relations|Fines (Penalties)|Fuel storage|Government ethics|Government lending|Government paperwork|Governmental investigations|Grievance procedures|Health surveys|Highspeed ground transportation|Hours of labor|Indexing (Economic policy)|Industrial relations|Labor unions|Leave of absence|Legislation|Licenses|Maintenance and repair|Medical screening|Medical tests|Motor vehicle safety|Noise|Obstruction of justice|Occupational health and safety|Personnel records|Physical examinations|Prosecution|Punitive damages|Radio|Railroad commuting traffic|Railroad employees,1;3;4,Wage Hour & Benefits;Labor Relations;Workplace Safety,enforcement,"The bill revises hours of duty limitations for railroad employees, prohibits discrimination against employees reporting safety concerns, and strengthens employee protection requirements, directly affecting private employer wage/hour obligations and labor practices.","Railroad Safety Reform Act of 2003 - Amends Federal transportation law to revise: (1) the hours of duty limitations with respect to train employees, signal employees, dispatching service employees, and power directors; and (2) certain sleeping quarters limitations with respect to train employees (including signal employees), and individuals employed to maintain the right of way of a railroad carrier. Requires the carrier to provide, among other things, a separate bedroom for each employee or individual. Requires each Class I and Class II railroad carrier to submit to the Secretary of Transportation a fatigue management plan designed to reduce fatigue experienced by railroad employees and the likelihood of accidents and injuries caused by such fatigue.Sets forth certain limitations on duty hours of transport vehicle drivers.Revises certain employee protection requirements prohibiting a railroad carrier from discharging or discriminating against an employee. Prohibits the carrier from threatening, intimidating, or disciplining for, or preventing an employee from notifying such carrier of certain railroad accident/injury-related or hazardous condition information.Makes it unlawful for any person to interfere with a railroad safety investigation, or to influence the testimony of any person or prevent a person from attending such investigation.Sets forth both civil and criminal penalties for violations of this Act.Revises grade crossing safety requirements to require each railroad carrier to: (1) establish a toll-free telephone service to report grade crossing problems; (2) notify trains operating near a grade crossing of any problems there; and (3) ensure placement of signs at each grade crossing displaying toll-free telephone information.Prescribes requirements for: (1) all passenger railroad cars to have emergency windows; (2) installation of passenger railroad signals; and (3) internal and compartmentalized fuel tanks on passenger locomotives.Sets forth certain railroad safety rulemaking and enforcement provisions.",4;6,enforcement,The bill addresses workplace safety by revising duty hours and fatigue management for railroad employees and transportation safety by setting requirements for grade crossing safety and passenger railroad car safety.
s2284-106,106,2000-03-23,A bill to amend the Fair Labor Standards Act of 1938 to provide for an increase in the Federal minimum wage.,Minimum Wage Increase Act of 2000,Labor and Employment,Minimum wages|Northern Mariana Islands|Territories (U.S.),1,Wage Hour & Benefits,enforcement,"The bill directly affects the Federal minimum wage, which is a core component of FLSA wage obligations for non-governmental employers.","Minimum Wage Increase Act of 2000 - Amends the Fair Labor Standards Act of 1938 to increase the Federal minimum wage (currently $5.15 per hour) to: (1) $5.65 an hour during the year beginning April 1, 2000; and (2) $6.15 an hour beginning April 1, 2001.Makes Federal minimum wage requirements applicable to the Commonwealth of the Northern Mariana Islands, following a specified transition phase-in.",1,enforcement,"The bill increases the Federal minimum wage under the FLSA, directly affecting private employer wage obligations."
hr3235-114,114,2015-07-28,"To amend the Public Health Service Act to authorize the Secretary of Health and Human Services, acting through the Administrator of the Health Resources and Services Administration, to make grants to States for screening and treatment for maternal depression.",Bringing Postpartum Depression Out of the Shadows Act of 2015,Health,Child health|Health programs administration and funding|Health promotion and preventive care|Medical tests and diagnostic methods|Mental health|Women's health,1,Wage Hour & Benefits,,"The bill focuses on grants to states for screening and treatment of maternal depression, which does not directly regulate or enforce private employer wage, hour, or benefit obligations, nor does it introduce tax incentives related to such obligations.","Bringing Postpartum Depression Out of the Shadows Act of 2015

This bill amends the Public Health Service Act to authorize the Health Resources and Services Administration (HRSA) to make grants to states to establish, expand, or maintain culturally competent programs for screening and treatment of women who are pregnant, or who have given birth within the preceding 12 months, for maternal depression. The HRSA shall make such grants to at least three states and give priority to states proposing to expand or enhance screening for maternal depression in primary care settings.

Activities eligible for funding: (1) shall include providing appropriate training and relevant resources, including information on maternal depression screening, treatment, follow-up support, and linkages to community-based resources, to health care providers; and (2) may include enabling health care providers to provide or receive real-time psychiatric consultation to aid in the treatment of pregnant and postpartum women, conducting a public awareness campaign, funding start-up costs, and establishing linkages with and among community-based resources.",,,"The bill focuses on funding state programs for maternal depression screening and treatment, which does not involve private employer conduct or corporate misconduct enforcement."
