unique_id,primary_offense_new
7696722,water pollution violation
192531,water pollution violation
7699577,water pollution violation
7696718,water pollution violation
3658480,water pollution violation
7712466,air pollution violation
3658900,water pollution violation
3659060,water pollution violation
7702599,air pollution violation
7696448,air pollution violation
7696916,environmental violation
7697225,air pollution violation
7707392,air pollution violation
7700152,environmental violation
7708759,air pollution violation
7699628,environmental violation
3658369,water pollution violation
7703758,water pollution violation
7705655,air pollution violation
7705809,air pollution violation
3666670,solid waste violation
3666959,solid waste violation
3691509,water pollution violation
7698740,environmental violation
7699730,air pollution violation
7699888,environmental violation
7699943,water pollution violation
7705818,air pollution violation
6797077,water pollution violation
7705881,air pollution violation
7707918,water pollution violation
7706907,water pollution violation
7710890,air pollution violation
7706975,air pollution violation
99564,air pollution violation
7698864,air pollution violation
7696326,air pollution violation
3689008,water pollution violation
7711198,air pollution violation
7695059,air pollution violation
7700201,air pollution violation
7698565,air pollution violation
3678550,radioactive waste violation
3678510,radioactive waste violation
3678570,radioactive waste violation
3678101,radioactive waste violation
3678137,radioactive waste violation
3678611,radioactive waste violation
3678488,radioactive waste violation
7697206,hazardous waste violation
99601,pesticide violation
7709855,pesticide violation
7708702,hazardous waste violation
7710600,pesticide violation
7694589,pesticide violation
7712394,environmental violation
3662969,hazardous waste violation
3662921,environmental violation
7704167,environmental violation
7694026,air pollution violation
7697668,environmental violation
7699672,hazardous waste violation
7692848,environmental violation
7694257,air pollution violation
7693015,air pollution violation
7694809,air pollution violation
99525,air pollution violation
7712021,air pollution violation
6,air pollution violation
7712579,water pollution violation
7700850,environmental violation
7701495,air pollution violation
7702559,air pollution violation
3673035,water pollution violation
3672740,water pollution violation
3673194,water pollution violation
7703755,asbestos violation
7708987,environmental violation
7696016,air pollution violation
3678370,water pollution violation
3678162,radioactive waste violation
7693382,environmental violation
3665846,environmental violation
7695630,environmental violation
7706101,air pollution violation
7697381,hazardous waste violation
7712664,air pollution violation
7706777,hazardous waste violation
7694254,hazardous waste violation
7694974,hazardous waste violation
7695077,environmental violation
7696167,water pollution violation
3664565,air pollution violation
7704304,water pollution violation
7704305,water pollution violation
7704394,water pollution violation
7709302,water pollution violation
7697936,water pollution violation
7708150,water pollution violation
7709143,water pollution violation
7704108,water pollution violation
7701136,environmental violation
7698430,environmental violation
7700070,air pollution violation
7703677,hazardous waste violation
7708943,environmental violation
7712539,pesticide violation
7712540,environmental violation
7696735,air pollution violation
7696804,environmental violation
7697212,environmental violation
7711570,water pollution violation
7708138,oil spill
7711734,air pollution violation
7698360,oil spill
7698518,oil spill
99965,water pollution violation
7697980,environmental violation
3189876,air pollution violation
3189877,air pollution violation
5693390,air pollution violation
7707247,water pollution violation
7699460,environmental violation
16230,water pollution violation
7711166,environmental violation
7703610,air pollution violation
99627,environmental violation
3963938,water pollution violation
3190924,water pollution violation
7700005,environmental violation
7700914,environmental violation
7701453,environmental violation
7701903,air pollution violation
7414305,water pollution violation
7699291,environmental violation
7694322,environmental violation
7709272,water pollution violation
7709144,water pollution violation
7710358,hazardous waste violation
7712222,air pollution violation
7711945,air pollution violation
7695765,hazardous waste violation
7708384,water pollution violation
3667358,solid waste violation
3667446,solid waste violation
7701490,air pollution violation
7696360,environmental violation
7692320,environmental violation
7695770,environmental violation
7709022,air pollution violation
7712639,air pollution violation
7693746,air pollution violation
3665331,oil or gas drilling violation
7708231,air pollution violation
7708520,air pollution violation
7708459,air pollution violation
3686166,air pollution violation
7709235,air pollution violation
7704627,water pollution violation
7708359,drinking water violation
7704206,water pollution violation
3198009,underground storage tank violation
7708672,air pollution violation
7708686,air pollution violation
7709282,oil spill
3688136,water pollution violation
7709206,oil spill
7709243,water pollution violation
7711830,air pollution violation
7708588,air pollution violation
7694551,air pollution violation
3689438,underground storage tank violation
7695990,air pollution violation
7698765,environmental violation
3667310,solid waste violation
3701777,oil or gas drilling violation
7705192,air pollution violation
7705287,water pollution violation
7699036,water pollution violation
3702142,oil or gas drilling violation
7712672,air pollution violation
7708473,air pollution violation
83,air pollution violation
7708472,air pollution violation
3659860,oil spill
3705010,oil spill
3701848,oil or gas drilling violation
7703154,air pollution violation
4683861,oil spill
3194610,pipeline safety violation
7709770,environmental violation
210486,oil spill
7699143,environmental violation
7694620,water pollution violation
7695301,water pollution violation
7699616,environmental violation
7694975,hazardous waste violation
7697670,environmental violation
7700874,environmental violation
7705650,air pollution violation
7696880,underground storage tank violation
7710082,drinking water violation
7696594,hazardous waste violation
7696912,air pollution violation
7700611,air pollution violation
7705365,hazardous waste violation
3680983,mining environmental violation
3688088,environmental violation
3688183,water pollution violation
5949305,water pollution violation
7708582,water pollution violation
7707015,water pollution violation
7709978,air pollution violation
7707002,pesticide violation
7710769,air pollution violation
7705422,air pollution violation
7705760,oil spill
7705647,air pollution violation
7711957,air pollution violation
7712040,air pollution violation
7712072,air pollution violation
7712109,air pollution violation
7707441,air pollution violation
7704822,air pollution violation
7710485,environmental violation
7701511,air pollution violation
7708806,water pollution violation
7712256,environmental violation
7705346,environmental violation
7703912,environmental violation
7705409,air pollution violation
7711466,water pollution violation
7698726,air pollution violation
7699435,environmental violation
7705171,air pollution violation
3666477,water pollution violation
3688566,environmental violation
3668104,solid waste violation
7703753,air pollution violation
7712391,environmental violation
3667917,solid waste violation
7705474,hazardous waste violation
7705558,air pollution violation
7697104,air pollution violation
7698240,environmental violation
3688007,water pollution violation
3185318,air pollution violation
7705516,water pollution violation
7696792,air pollution violation
7705309,air pollution violation
7709843,air pollution violation
7712261,environmental violation
7702573,air pollution violation
7694868,air pollution violation
7699711,air pollution violation
7708978,water pollution violation
7705168,air pollution violation
207912,environmental violation
3190584,environmental violation
7698250,environmental violation
7696077,air pollution violation
7698384,air pollution violation
7698439,environmental violation
7698579,environmental violation
7704686,air pollution violation
7705538,air pollution violation
7705537,air pollution violation
7704897,air pollution violation
7705646,air pollution violation
7705661,air pollution violation
7706011,air pollution violation
7703623,environmental violation
7703640,oil spill
7706186,water pollution violation
7707028,air pollution violation
7704021,oil spill
7700769,hazardous waste violation
7700813,air pollution violation
7702135,hazardous waste violation
7706469,water pollution violation
3702064,oil or gas drilling violation
3702083,oil or gas drilling violation
7704135,oil spill
7711214,hazardous waste violation
7705087,air pollution violation
7708100,pesticide violation
7706313,environmental violation
7700284,hazardous waste violation
7707331,water pollution violation
7709990,air pollution violation
7703057,hazardous waste violation
7695458,environmental violation
7711814,air pollution violation
7712204,air pollution violation
7712181,air pollution violation
7712372,air pollution violation
16259,oil spill
7712581,environmental violation
7704200,hazardous waste violation
7702848,oil spill
7703596,air pollution violation
7701643,air pollution violation
7702600,environmental violation
7695402,water pollution violation
7695583,environmental violation
7697505,water pollution violation
7703660,water pollution violation
7707973,water pollution violation
7710596,water pollution violation
208101,environmental violation
7696391,air pollution violation
7696535,air pollution violation
7696996,oil spill
7697143,hazardous waste violation
7698417,environmental violation
7699475,environmental violation
7700624,air pollution violation
7699029,oil spill
7712612,air pollution violation
7711146,air pollution violation
7711842,air pollution violation
7702188,air pollution violation
7700708,water pollution violation
3962869,water pollution violation
7697167,water pollution violation
3688556,environmental violation
7695755,environmental violation
7709247,environmental violation
7692488,air pollution violation
7692513,oil spill
3964850,environmental violation
3191006,solid waste violation
7702117,air pollution violation
7712275,environmental violation
7703209,drinking water violation
7705463,environmental violation
7711592,air pollution violation
7699771,environmental violation
7699847,air pollution violation
7707323,air pollution violation
7710731,water pollution violation
3689287,underground storage tank violation
7708121,water pollution violation
7700937,environmental violation
3659393,underground storage tank violation
3659414,underground storage tank violation
7704087,water pollution violation
7701183,water pollution violation
7702214,environmental violation
7700481,air pollution violation
7697981,environmental violation
7699573,water pollution violation
7700195,air pollution violation
99956,air pollution violation
7711007,air pollution violation
7711977,air pollution violation
7695568,pesticide violation
7694785,environmental violation
7695310,environmental violation
7698715,hazardous waste violation
7698745,environmental violation
7698917,environmental violation
7698966,environmental violation
7699109,environmental violation
7700276,hazardous waste violation
7703398,pesticide violation
7705817,air pollution violation
7706115,air pollution violation
3672800,water pollution violation
7699529,hazardous waste violation
7697614,environmental violation
7698972,environmental violation
7708922,environmental violation
7706148,hazardous waste violation
7712629,environmental violation
3664583,air pollution violation
7692934,water pollution violation
7705130,environmental violation
7705791,hazardous waste violation
3670999,water pollution violation
3671128,water pollution violation
7710893,water pollution violation
7711336,water pollution violation
7711113,air pollution violation
99682,air pollution violation
7693756,air pollution violation
99899,air pollution violation
7708220,air pollution violation
7711276,water pollution violation
3688068,water pollution violation
5952038,water pollution violation
3689223,water pollution violation
7699980,air pollution violation
7705461,environmental violation
7705358,hazardous waste violation
99514,hazardous waste violation
7699896,environmental violation
3691606,underground storage tank violation
3691607,underground storage tank violation
3691611,underground storage tank violation
3679782,water pollution violation
7712263,environmental violation
7703172,environmental violation
7701760,environmental violation
3688126,environmental violation
7707450,pesticide violation
7707611,air pollution violation
7707878,hazardous waste violation
7707509,pesticide violation
7707785,air pollution violation
7707373,hazardous waste violation
3191120,environmental violation
3191640,environmental violation
3192035,environmental violation
7703132,air pollution violation
7698868,air pollution violation
7704669,environmental violation
91,environmental violation
131,environmental violation
7694781,environmental violation
7694920,PCB violation
7696325,environmental violation
7712530,environmental violation
7693529,hazardous waste violation
7695771,environmental violation
7703909,environmental violation
7711565,hazardous waste violation
7711181,air pollution violation
7703698,air pollution violation
7703719,environmental violation
3659188,environmental violation
7705053,water pollution violation
7712392,environmental violation
7700363,hazardous waste violation
7701782,air pollution violation
7703508,drinking water violation
7705943,air pollution violation
7705987,hazardous waste violation
7692282,pesticide violation
7695377,water pollution violation
3701362,oil or gas drilling violation
7696666,environmental violation
7702477,air pollution violation
7700052,water pollution violation
7700048,water pollution violation
7699946,water pollution violation
7699963,water pollution violation
7700050,water pollution violation
7709295,air pollution violation
4934397,environmental violation
7704401,water pollution violation
7699830,water pollution violation
7699961,water pollution violation
7700051,water pollution violation
7699831,water pollution violation
3678270,air pollution violation
3666735,air pollution violation
7700049,water pollution violation
7699962,water pollution violation
7698218,water pollution violation
7699953,water pollution violation
7699947,water pollution violation
7699948,water pollution violation
7699952,water pollution violation
7699951,water pollution violation
7699956,water pollution violation
3662923,environmental violation
3191211,water pollution violation
7703622,environmental violation
7701766,environmental violation
7702620,air pollution violation
7709603,pesticide violation
7694001,environmental violation
7693732,environmental violation
7712628,environmental violation
3658928,environmental violation
3659891,air pollution violation
3187849,air pollution violation
3658690,environmental violation
7712026,air pollution violation
7710030,air pollution violation
7697772,environmental violation
7712541,environmental violation
3687407,water pollution violation
7702201,air pollution violation
7701361,environmental violation
7709119,pesticide violation
7709124,environmental violation
7702840,air pollution violation
7701358,environmental violation
7709600,environmental violation
7710237,air pollution violation
7697748,environmental violation
7698977,environmental violation
3659831,air pollution violation
7699784,environmental violation
7711485,air pollution violation
99847,environmental violation
7692787,environmental violation
7707090,water pollution violation
7698399,air pollution violation
7706279,water pollution violation
7707929,air pollution violation
7700344,environmental violation
7698254,environmental violation
7698746,environmental violation
7699235,air pollution violation
7704187,environmental violation
7705532,air pollution violation
7705880,air pollution violation
7692819,water pollution violation
3662793,hazardous waste violation
7702054,environmental violation
7697322,air pollution violation
7700407,water pollution violation
3688760,environmental violation
7700406,water pollution violation
7693216,water pollution violation
7693218,water pollution violation
7693217,water pollution violation
3732427,air pollution violation
7700409,water pollution violation
192528,environmental violation
7703879,environmental violation
7701408,PCB violation
7693608,environmental violation
7697920,hazardous waste violation
192527,hazardous waste violation
3667379,solid waste violation
7694453,PCB violation
7705867,hazardous waste violation
7710451,PCB violation
7692489,air pollution violation
7703739,hazardous waste violation
7709671,pesticide violation
7711942,air pollution violation
7701788,air pollution violation
7709652,environmental violation
7701226,environmental violation
7694326,pesticide violation
7702053,pesticide violation
7694511,pesticide violation
7695887,environmental violation
7701228,pesticide violation
7693995,environmental violation
5693427,air pollution violation
7698739,environmental violation
7702114,air pollution violation
3667369,solid waste violation
7703146,air pollution violation
7710498,water pollution violation
7693150,environmental violation
3185310,environmental violation
7703854,PCB violation
3415693,environmental violation
16116,environmental violation
3672271,water pollution violation
3658228,environmental violation
7692348,water pollution violation
7704411,water pollution violation
3197706,hazardous waste violation
7702306,lead violation
3667339,underground storage tank violation
3667931,underground storage tank violation
7693750,asbestos violation
3191367,water pollution violation
7706064,hazardous waste violation
7704554,water pollution violation
3664942,water pollution violation
7699851,air pollution violation
7704947,water pollution violation
16160,air pollution violation
7699410,air pollution violation
7704972,air pollution violation
7705645,air pollution violation
7705303,air pollution violation
7705941,air pollution violation
7694695,underground storage tank violation
7712322,air pollution violation
7712046,air pollution violation
7696978,oil spill
7712301,air pollution violation
3688725,underground storage tank violation
7712191,oil spill
3678147,radioactive waste violation
3678478,radioactive waste violation
3678530,radioactive waste violation
7708923,environmental violation
7700909,environmental violation
7705078,air pollution violation
7706631,air pollution violation
7700833,hazardous waste violation
7703145,air pollution violation
7703307,air pollution violation
7704128,air pollution violation
7704331,air pollution violation
7702367,environmental violation
7703728,environmental violation
207985,environmental violation
3189093,air pollution violation
7705949,air pollution violation
7701311,hazardous waste violation
7703759,environmental violation
7704466,environmental violation
7705560,air pollution violation
7707299,hazardous waste violation
7707875,air pollution violation
7711983,air pollution violation
7712043,air pollution violation
7712124,air pollution violation
7704890,air pollution violation
1891264,hazardous waste violation
7706083,hazardous waste violation
7704123,air pollution violation
7708198,water pollution violation
7709301,water pollution violation
7709264,air pollution violation
7698704,water pollution violation
7696218,water pollution violation
7704364,environmental violation
7710286,air pollution violation
7704477,air pollution violation
16197,air pollution violation
3676619,environmental violation
7709850,air pollution violation
3668270,solid waste violation
3195734,hazardous waste violation
7694432,hazardous waste violation
7694859,PCB violation
7705604,hazardous waste violation
7695168,hazardous waste violation
3662925,environmental violation
3687007,hazardous waste violation
7080480,hazardous waste violation
7702985,hazardous waste violation
3670698,water pollution violation
7707892,hazardous waste violation
3687304,hazardous waste violation
7694597,hazardous waste violation
7707932,hazardous waste violation
7700730,pesticide violation
7706524,air pollution violation
7693479,water pollution violation
7707238,hazardous waste violation
7694306,water pollution violation
7704219,water pollution violation
7704625,water pollution violation
7708425,drinking water violation
7708430,air pollution violation
3670990,water pollution violation
7705662,air pollution violation
7705190,air pollution violation
3187360,air pollution violation
7704577,air pollution violation
207968,air pollution violation
7702870,hazardous waste violation
7712650,air pollution violation
7704322,air pollution violation
7703793,underground storage tank violation
7701999,air pollution violation
3668773,solid waste violation
7701015,air pollution violation
7703774,environmental violation
7703742,air pollution violation
7700706,air pollution violation
3672136,air pollution violation
3191512,air pollution violation
7700817,air pollution violation
7702913,air pollution violation
7711871,air pollution violation
7704970,air pollution violation
7711741,air pollution violation
7705425,air pollution violation
7711960,air pollution violation
7712080,air pollution violation
7712150,air pollution violation
7712047,air pollution violation
7712074,air pollution violation
3667170,solid waste violation
7705080,air pollution violation
7699409,air pollution violation
3672272,water pollution violation
3672437,water pollution violation
3701707,oil or gas drilling violation
7702621,air pollution violation
7698843,oil spill
7703068,water pollution violation
3680096,water pollution violation
3680306,water pollution violation
7703042,air pollution violation
7708450,air pollution violation
7711838,air pollution violation
3194626,oil spill
7711483,hazardous waste violation
7711305,air pollution violation
7711969,air pollution violation
7712019,air pollution violation
7708229,oil spill
7709631,air pollution violation
7711294,hazardous waste violation
7711295,hazardous waste violation
7710959,air pollution violation
7704007,air pollution violation
7704787,hazardous waste violation
7705739,air pollution violation
7711981,air pollution violation
7705414,air pollution violation
7712056,air pollution violation
7712084,air pollution violation
7712121,air pollution violation
124,environmental violation
7712057,air pollution violation
7705188,air pollution violation
7705613,hazardous waste violation
7705811,air pollution violation
7705782,hazardous waste violation
7696379,environmental violation
99959,air pollution violation
7709886,environmental violation
7706446,hazardous waste violation
7707582,air pollution violation
7696614,air pollution violation
7706894,air pollution violation
7707512,air pollution violation
7709583,water pollution violation
7697961,environmental violation
7704674,air pollution violation
7705507,hazardous waste violation
7701368,environmental violation
3688368,environmental violation
7702105,air pollution violation
7697691,water pollution violation
7704505,environmental violation
7705129,environmental violation
7704742,air pollution violation
7704615,hazardous waste violation
3197758,air pollution violation
7709392,air pollution violation
3188138,water pollution violation
7702725,air pollution violation
3686140,air pollution violation
4198593,water pollution violation
7703406,pesticide violation
100081,pesticide violation
7699305,environmental violation
7706472,environmental violation
7707017,pesticide violation
7707031,air pollution violation
7707273,hazardous waste violation
7707574,air pollution violation
7708557,pesticide violation
7709832,pesticide violation
7711256,air pollution violation
7699177,pesticide violation
7710891,pesticide violation
7695097,environmental violation
7709662,pesticide violation
7709320,environmental violation
7712336,environmental violation
7692243,oil spill
3667658,water pollution violation
3667755,water pollution violation
7712318,air pollution violation
3687605,air pollution violation
7703109,environmental violation
7696305,PCB violation
7694983,PCB violation
100008,oil spill
3191602,water pollution violation
7709880,water pollution violation
7702507,hazardous waste violation
6796924,fuel economy (CAFE) violation
7693096,air pollution violation
3680565,air pollution violation
3703258,water pollution violation
7699250,asbestos violation
5693025,drinking water violation
207909,hazardous waste violation
7694894,environmental violation
7711921,air pollution violation
7701517,hazardous waste violation
3659050,water pollution violation
7697701,environmental violation
7696041,hazardous waste violation
7704569,air pollution violation
7693639,PCB violation
132,environmental violation
3191684,environmental violation
7709677,hazardous waste violation
7706666,hazardous waste violation
3658399,environmental violation
7699714,air pollution violation
7708392,water pollution violation
7694022,environmental violation
7694871,water pollution violation
7698203,water pollution violation
7704827,air pollution violation
208056,air pollution violation
3659048,water pollution violation
208044,environmental violation
3659049,water pollution violation
7708559,water pollution violation
3679952,water pollution violation
3963959,water pollution violation
7703017,pesticide violation
7696157,hazardous waste violation
7695296,air pollution violation
7699635,environmental violation
7698135,environmental violation
7692278,hazardous waste violation
7692491,air pollution violation
7700723,pesticide violation
7701773,air pollution violation
3671930,water pollution violation
7702527,pesticide violation
7710902,environmental violation
7709397,hazardous waste violation
3189744,hazardous waste violation
7706539,environmental violation
7707399,hazardous waste violation
7700078,air pollution violation
3964887,air pollution violation
7705600,hazardous waste violation
7695080,hazardous waste violation
7693973,hazardous waste violation
7702519,pesticide violation
7708300,water pollution violation
3679841,water pollution violation
3691561,underground storage tank violation
7712133,air pollution violation
7712668,air pollution violation
119,environmental violation
7693938,water pollution violation
7696094,air pollution violation
7696028,water pollution violation
7697433,hazardous waste violation
7696603,environmental violation
7694336,hazardous waste violation
7693711,hazardous waste violation
7694579,environmental violation
7698470,pesticide violation
7693621,hazardous waste violation
7694630,air pollution violation
7703091,hazardous waste violation
7703092,hazardous waste violation
7697608,environmental violation
733968,water pollution violation
7692987,water pollution violation
7692901,pesticide violation
7692730,pesticide violation
7693385,water pollution violation
7701056,hazardous waste violation
7706814,air pollution violation
7697293,hazardous waste violation
7700754,drinking water violation
7708311,oil spill
7708650,water pollution violation
7702455,air pollution violation
7701602,air pollution violation
3732428,oil spill
7697912,oil spill
7698066,oil spill
7702479,air pollution violation
7708740,water pollution violation
7704797,water pollution violation
7709326,air pollution violation
7698361,oil spill
3191837,air pollution violation
7707726,air pollution violation
7699124,environmental violation
7697957,air pollution violation
7707829,hazardous waste violation
207951,air pollution violation
7701433,air pollution violation
7703376,hazardous waste violation
7711655,hazardous waste violation
4199825,air pollution violation
7706951,oil spill
16213,pipeline safety violation
7702266,environmental violation
7705596,environmental violation
7696083,air pollution violation
7697851,environmental violation
7698075,air pollution violation
7698123,environmental violation
99922,environmental violation
7698206,air pollution violation
7706735,air pollution violation
7698606,environmental violation
7698894,air pollution violation
7698627,PCB violation
7700526,environmental violation
3691588,underground storage tank violation
3705684,mining environmental violation
3705685,mining environmental violation
3705730,mining environmental violation
7708003,water pollution violation
7692292,environmental violation
7708081,air pollution violation
7698598,environmental violation
99687,environmental violation
7696675,air pollution violation
7710013,drinking water violation
7700458,environmental violation
7706015,air pollution violation
7698168,hazardous waste violation
7698276,environmental violation
7700822,water pollution violation
7693552,environmental violation
7704509,environmental violation
7702430,air pollution violation
7711006,air pollution violation
7712358,air pollution violation
7710484,environmental violation
7702021,hazardous waste violation
7693551,environmental violation
3676644,environmental violation
3191970,oil spill
7705586,environmental violation
3964862,water pollution violation
7697657,environmental violation
7705508,hazardous waste violation
7705464,environmental violation
7697577,PCB violation
7698104,environmental violation
3664935,water pollution violation
7698593,environmental violation
7701220,environmental violation
1890513,air pollution violation
3191975,air pollution violation
7694435,hazardous waste violation
7696573,environmental violation
7696086,environmental violation
3688044,environmental violation
3687978,environmental violation
7699879,environmental violation
3191978,lead violation
7694746,water pollution violation
7694768,hazardous waste violation
3666461,water pollution violation
3416596,water pollution violation
99719,air pollution violation
7697107,environmental violation
7696712,air pollution violation
7700278,hazardous waste violation
7694913,underground storage tank violation
7711873,air pollution violation
7712129,air pollution violation
7712642,air pollution violation
7698080,hazardous waste violation
3668617,mining environmental violation
7700066,air pollution violation
207887,air pollution violation
7704575,air pollution violation
7705638,air pollution violation
7706174,air pollution violation
3667462,mining environmental violation
3668156,mining environmental violation
3666760,mining environmental violation
3666980,mining environmental violation
3667061,mining environmental violation
3667946,mining environmental violation
3667947,mining environmental violation
7698543,air pollution violation
7698809,hazardous waste violation
7699396,water pollution violation
7700160,environmental violation
3667948,mining environmental violation
3668144,mining environmental violation
7704524,hazardous waste violation
7709512,environmental violation
7711912,air pollution violation
3962776,water pollution violation
3964809,water pollution violation
3666211,water pollution violation
3666138,water pollution violation
3678393,water pollution violation
7696426,environmental violation
7702917,air pollution violation
7702722,air pollution violation
7696910,air pollution violation
7700077,air pollution violation
7705191,air pollution violation
7696783,air pollution violation
7697027,air pollution violation
7697290,air pollution violation
7697024,air pollution violation
7696633,air pollution violation
7696658,air pollution violation
7696997,air pollution violation
7697352,oil spill
2091415,air pollution violation
3687057,water pollution violation
6215535,air pollution violation
7708741,air pollution violation
7705751,air pollution violation
16193,air pollution violation
7709701,air pollution violation
7709817,air pollution violation
7700047,water pollution violation
7692473,air pollution violation
7705428,air pollution violation
7701919,hazardous waste violation
7712264,environmental violation
7712048,air pollution violation
7712075,air pollution violation
7712114,air pollution violation
16279,air pollution violation
3964883,oil spill
3667416,underground storage tank violation
7699699,water pollution violation
7700622,air pollution violation
7702000,air pollution violation
7696750,air pollution violation
7699229,water pollution violation
7709431,environmental violation
7712455,air pollution violation
7710598,environmental violation
7696878,air pollution violation
3689423,water pollution violation
6483239,hazardous waste violation
3192375,air pollution violation
7694706,PCB violation
3668816,solid waste violation
7698163,hazardous waste violation
7692430,environmental violation
7699047,air pollution violation
7702406,pesticide violation
7701131,pesticide violation
7697634,pesticide violation
7707421,environmental violation
7712348,pesticide violation
7705839,environmental violation
7693662,air pollution violation
7693469,water pollution violation
7693470,water pollution violation
7705693,environmental violation
7699583,air pollution violation
7698607,environmental violation
7702373,air pollution violation
7695877,environmental violation
7702268,pesticide violation
3964785,environmental violation
7702563,air pollution violation
7698262,environmental violation
7700757,environmental violation
7693727,PCB violation
7694980,PCB violation
7705334,pesticide violation
7701424,pesticide violation
7699788,environmental violation
3678274,water pollution violation
99582,pesticide violation
7698986,pesticide violation
7699661,pesticide violation
7700132,hazardous waste violation
7698813,hazardous waste violation
7693516,environmental violation
7699998,air pollution violation
7701823,pesticide violation
7703308,air pollution violation
7702339,air pollution violation
7705359,hazardous waste violation
7708094,water pollution violation
7709802,hazardous waste violation
7692664,water pollution violation
7693739,lead violation
3668362,water pollution violation
3668072,water pollution violation
7698937,environmental violation
3666506,solid waste violation
3666655,solid waste violation
3192362,environmental violation
7695536,environmental violation
2957281,environmental violation
7705762,oil spill
3701457,oil or gas drilling violation
7705959,water pollution violation
16199,oil spill
3964890,environmental violation
7702813,air pollution violation
7080430,environmental violation
7699765,environmental violation
7712353,hazardous waste violation
7696120,hazardous waste violation
7701348,air pollution violation
16268,air pollution violation
3192433,air pollution violation
7710957,air pollution violation
7711211,air pollution violation
7709555,hazardous waste violation
16141,oil or gas drilling violation
7695537,environmental violation
16118,oil spill
7695987,PCB violation
7697911,oil spill
3687192,water pollution violation
7698385,oil spill
7698921,environmental violation
7700414,oil spill
7696833,water pollution violation
3668511,water pollution violation
7712511,water pollution violation
7707218,hazardous waste violation
7698535,air pollution violation
7698709,air pollution violation
7695896,environmental violation
7712401,hazardous waste violation
7697307,hazardous waste violation
7697308,air pollution violation
7695546,hazardous waste violation
7703883,water pollution violation
7698242,environmental violation
7709137,hazardous waste violation
7697922,hazardous waste violation
7703822,environmental violation
7693834,hazardous waste violation
99644,hazardous waste violation
7711158,environmental violation
3689254,air pollution violation
7708141,PCB violation
3192453,air pollution violation
208107,water pollution violation
7703848,environmental violation
6796988,air pollution violation
7712283,environmental violation
7712237,pesticide violation
7697663,environmental violation
7696353,environmental violation
7697012,pesticide violation
3645056,water pollution violation
3678298,environmental violation
7702445,air pollution violation
3198094,environmental violation
7695659,air pollution violation
3192473,air pollution violation
7696772,environmental violation
7693865,PCB violation
7700693,water pollution violation
7697491,air pollution violation
7712395,environmental violation
7703655,air pollution violation
7706218,hazardous waste violation
7697377,hazardous waste violation
7708018,hazardous waste violation
7703692,air pollution violation
3658676,water pollution violation
7704468,hazardous waste violation
7708729,pesticide violation
7702518,pesticide violation
7702526,pesticide violation
7703195,pesticide violation
7700263,pesticide violation
7701115,pesticide violation
7701247,pesticide violation
7702512,pesticide violation
7702677,pesticide violation
7707689,pesticide violation
7702277,pesticide violation
7702278,pesticide violation
7702284,pesticide violation
7711164,pesticide violation
7701238,pesticide violation
7707578,pesticide violation
7701851,pesticide violation
7701926,pesticide violation
7702398,pesticide violation
7702521,pesticide violation
7710008,pesticide violation
7710677,environmental violation
7702247,environmental violation
42,environmental violation
7699197,hazardous waste violation
7699534,hazardous waste violation
7699535,hazardous waste violation
7699536,hazardous waste violation
99830,air pollution violation
7705099,air pollution violation
7708386,pesticide violation
7708618,pesticide violation
7699101,environmental violation
7702617,air pollution violation
7702614,environmental violation
7706561,pesticide violation
7707214,air pollution violation
3670912,water pollution violation
7706381,pesticide violation
7707089,water pollution violation
7707157,air pollution violation
7707469,water pollution violation
7702890,pesticide violation
7703249,air pollution violation
7703498,pesticide violation
7707904,pesticide violation
7710071,pesticide violation
7707801,pesticide violation
7707778,pesticide violation
7705814,air pollution violation
7704077,hazardous waste violation
16142,air pollution violation
7699486,environmental violation
7704747,air pollution violation
7699228,air pollution violation
3676596,environmental violation
7704132,hazardous waste violation
3676492,air pollution violation
7702104,air pollution violation
7699116,environmental violation
7698047,hazardous waste violation
7701877,environmental violation
7701472,air pollution violation
3703134,hazardous waste violation
7694628,water pollution violation
7707275,hazardous waste violation
7705698,hazardous waste violation
7704228,water pollution violation
16136,hazardous waste violation
7704536,water pollution violation
7704624,water pollution violation
7705290,water pollution violation
7708187,water pollution violation
7708378,air pollution violation
3701580,oil or gas drilling violation
3701581,oil or gas drilling violation
7703353,hazardous waste violation
7694919,PCB violation
3689520,hazardous waste violation
7708753,air pollution violation
3964899,environmental violation
5954944,air pollution violation
7697781,air pollution violation
7709020,air pollution violation
3190923,environmental violation
7708619,air pollution violation
7704622,oil spill
7708299,water pollution violation
7704637,water pollution violation
7704493,oil spill
7695749,water pollution violation
7695378,environmental violation
7693550,environmental violation
7693735,PCB violation
7700001,environmental violation
7700126,hazardous waste violation
7705942,air pollution violation
7705997,air pollution violation
7704032,oil spill
3686068,air pollution violation
3665312,oil or gas drilling violation
3665313,oil or gas drilling violation
7704221,water pollution violation
7694021,air pollution violation
7698200,air pollution violation
7704476,air pollution violation
208016,air pollution violation
7703762,environmental violation
7694994,air pollution violation
7707709,air pollution violation
7707433,water pollution violation
7705819,air pollution violation
7705965,environmental violation
7705595,environmental violation
3688727,water pollution violation
16162,oil spill
7705307,air pollution violation
7697680,environmental violation
100025,oil spill
3687874,air pollution violation
7696095,air pollution violation
7699058,air pollution violation
7704829,air pollution violation
7693561,air pollution violation
16196,air pollution violation
3688189,environmental violation
