bill_id,official_title,short_title,policy_area,subjects,category_step1,reason_step1,category_4o,bill_type_4o,bill_category_4o,reason_4o,category_sonnet,bill_type_sonnet,bill_category_sonnet,reason_sonnet,category_opus,bill_type_opus,bill_category_opus,reason_opus
s1145-113,A bill to amend the Employee Retirement Income Security Act of 1974 to require a lifetime income disclosure.,Lifetime Income Disclosure Act,Labor and Employment,Administrative law and regulatory procedures|Department of Labor|Employee benefits and pensions|Government information and archives,1.0,"The bill amends ERISA to mandate lifetime income disclosures for private employer-sponsored retirement plans, directly addressing employer obligations regarding employee benefit plan transparency and management.",1,enforcement,pension,"The bill imposes new disclosure obligations on private employers as plan sponsors under ERISA, directly affecting their conduct regarding pension benefit statements.",1,enforcement,pension,"Amends ERISA to impose new mandatory disclosure obligations on private employers as sponsors of individual account retirement plans, requiring them to provide lifetime income stream equivalents on participant benefit statements.",1,enforcement,pension,"This bill amends ERISA to impose a new mandatory disclosure obligation on private employer-sponsored individual account plan administrators, requiring them to provide lifetime income stream equivalent information in quarterly pension benefit statements to participants and beneficiaries."
hr4135-115,To amend the Internal Revenue Code of 1986 to increase the exclusion for educational assistance programs.,Upward Mobility Enhancement Act,Taxation,Employee benefits and pensions|Income tax exclusion|Inflation and prices|Student aid and college costs,1.0,"The bill increases the tax exclusion limit for employer-provided educational assistance, directly regulating the financial incentives and obligations of private employers regarding employee welfare benefits.",,,,"The bill primarily concerns tax policy by increasing the income exclusion for employer-provided educational assistance, which is a tax benefit unrelated to wage/hour obligations.",,,,"This bill increases the tax exclusion amount for employer-provided educational assistance programs, which is a general tax benefit unrelated to employer wage/hour compliance obligations; it does not impose new requirements on employers regarding wages, hours, or benefits.",,,,"This bill modifies the tax exclusion amount for employer-provided educational assistance, which is a tax benefit adjustment rather than a bill that directly imposes new wage, hour, or benefit obligations on private employers."
hr4611-113,"To amend the Fair Labor Standards Act of 1938 to ensure that employees are not misclassified as non-employees, and for other purposes.",Payroll Fraud Prevention Act of 2014,Labor and Employment,"Administrative law and regulatory procedures|Department of Labor|Employment discrimination and employee rights|Government information and archives|Government studies and investigations|Labor standards|Performance measurement|Personnel records|Tax administration and collection, taxpayers|Unemployment|Wages and earnings",1.0,"The bill amends the Fair Labor Standards Act to prevent private employers from misclassifying employees as independent contractors, thereby ensuring compliance with minimum wage, overtime, and other wage and hour obligations.",1,enforcement,wage_hour,"The bill amends the FLSA to prevent employee misclassification, directly tightening private employer wage and hour obligations.",1,enforcement,wage_hour,"The bill directly strengthens FLSA enforcement by imposing classification notice requirements on private employers, doubling liquidated damages for violations, increasing civil penalties, and making employee misclassification unlawful—all of which tighten private employer wage and hour obligations.",1,enforcement,wage_hour,"The bill amends the FLSA to require private employers to accurately classify workers as employees or non-employees, imposes anti-retaliation protections, doubles liquidated damages for violations, and establishes civil penalties for misclassification — all directly tightening private employer wage and hour obligations."
hr2499-113,To amend the Internal Revenue Code of 1986 to extend the exclusion from gross income for employer-provided health coverage for employees' spouses and dependent children to coverage provided to other eligible designated beneficiaries of employees.,Tax Parity for Health Plan Beneficiaries Act of 2013,Taxation,Administrative law and regulatory procedures|Department of the Treasury|Employee benefits and pensions|Employment taxes|Health care costs and insurance|Income tax deductions|Income tax deferral|Income tax exclusion|Self-employed,1.0,"The bill modifies tax exclusions and deductions for employer-provided health coverage, directly regulating the financial obligations and incentives associated with private employer-sponsored welfare benefit plans.",,,,"The bill primarily addresses tax treatment of employer-provided health benefits for non-dependent beneficiaries, which is a tax policy issue rather than imposing new obligations on private employers regarding wage, hour, or benefit compliance.",,,,"This bill modifies the tax treatment of employer-provided health benefits by extending tax exclusions and deductions to additional beneficiaries, but does not impose new mandatory obligations on private employers regarding their health plans; it is a tax benefit expansion, not an employer wage/hour/benefit obligation.",,,,"This bill extends tax exclusions, exemptions, and deductions for employer-provided health benefits to domestic partners and other non-spouse beneficiaries — it is a tax benefit bill that modifies the tax treatment of existing voluntary employer-provided coverage, not a bill imposing new wage, hour, or benefit obligations on private employers."
hr4920-111,"To create and encourage the creation of jobs for youth, and for other purposes.",Employing Youth for the American Dream Act of 2010,Labor and Employment,"Alternative and renewable resources|Department of the Interior|Educational facilities and institutions|Employment and training programs|Forests, forestry, trees|Government employee pay, benefits, personnel management|Income tax credits|Infrastructure development|Parks, recreation areas, trails|Public contracts and procurement|Roads and highways|Small business|Unemployment|Wages and earnings|Youth employment and child labor",1.0,"The bill introduces tax credits and grants that incentivize private employers to hire and pay wages to specific youth demographics, directly relating to employer wage obligations and employment practices.",,,,"The bill primarily focuses on youth employment programs and tax credits for hiring disconnected youth, which incentivize hiring decisions rather than directly imposing wage or benefit obligations on private employers.",1,tax_credit_introduction,wage_hour,"While the bill includes multiple youth employment programs, its primary connection to private employer wage obligations is through introducing and expanding tax credits (work opportunity tax credit extension, new disconnected youth employment credit) that incentivize hiring specific worker categories, qualifying as tax_credit_introduction under wage_hour.",API error,API error,API error,API error
hr5858-115,To amend the Internal Revenue Code of 1986 to require coverage without a deductible of certain primary care services by high deductible health plans.,Primary Care Patient Protection Act of 2018,Taxation,,1.0,"The bill mandates specific coverage requirements for primary care services within high deductible health plans, directly regulating employer-sponsored group health benefit plan obligations under ERISA.",,,,"The bill modifies tax code requirements for high deductible health plans related to health savings accounts, which is a tax policy change rather than a direct regulation of private employer wage, hour, or benefit obligations.",,,,This bill modifies tax-advantaged health savings account rules by changing what qualifies as a 'high deductible health plan' for HSA eligibility purposes; it does not impose direct obligations on private employers regarding their group health plans or employee benefits.,,,,This bill modifies the tax-code definition of high deductible health plans for purposes of health savings account eligibility; it adjusts optional plan features and tax treatment rather than imposing new mandatory obligations on private employers as plan sponsors under ERISA.
hr2533-115,"To amend the Internal Revenue Code of 1986 to provide for parent savings accounts, and for other purposes.",Working Parents Flexibility Act of 2017,Taxation,"Bank accounts, deposits, capital|Child care and development|Employee benefits and pensions|Employee leave|Income tax deductions|Income tax exclusion|Self-employed",1.0,"The bill establishes tax incentives for employer contributions to parental leave savings accounts, directly relating to employer-sponsored welfare benefits and employee leave obligations.",,,,"The bill primarily establishes tax-exempt parental leave savings accounts, which are tax policy measures rather than direct regulations on private employer wage, hour, or benefit obligations.",,,,"This bill establishes tax-advantaged savings accounts for parental leave but does not impose wage, hour, or benefit obligations on private employers; it is a voluntary tax benefit for individuals and employers, not a regulation of employer conduct.",,,,"This bill creates a new tax-exempt savings account for parental leave with associated tax deductions and exclusions; it is a general tax benefit/family policy measure rather than a bill that imposes wage, hour, or benefit obligations on private employers."
hr795-115,To amend the Internal Revenue Code of 1986 to extend the exclusion for employer-provided educational assistance to employer payments of qualified education loans.,Employer Participation in Student Loan Assistance Act,Taxation,"Employee benefits and pensions|Higher education|Income tax exclusion|Interest, dividends, interest rates|Student aid and college costs",1.0,"The bill modifies tax exclusions for employer-provided educational assistance, directly regulating the tax treatment of private employer-sponsored employee benefits.",,,,"The bill extends a tax exclusion for employer-provided educational assistance, which is a tax policy measure and not a direct regulation of private employer wage, hour, or benefit obligations.",,,,"This bill extends a tax exclusion for employer-provided educational assistance to include student loan repayment, which is a general tax benefit unrelated to wage/hour obligations rather than a regulation of private employer wage, hour, or benefit conduct.",,,,"This bill extends a tax exclusion for employer-provided educational assistance to cover student loan payments, which is a tax benefit/incentive rather than a bill imposing new mandatory wage, hour, or benefit obligations on private employers."
hr1720-114,To amend the Internal Revenue Code of 1986 to increase the exclusion for employer-provided dependent care assistance.,Child and Dependent Care FSA Enhancement Act,Taxation,Adult day care|Child care and development|Employee benefits and pensions|Income tax exclusion|Inflation and prices,1.0,"The bill modifies tax exclusions for employer-provided dependent care assistance, directly regulating the financial structure of employer-sponsored welfare benefit plans for private sector employees.",,,,"The bill offers a tax benefit related to employer-provided dependent care assistance, which is unrelated to wage/hour obligations and does not impose new obligations on private employers.",,,,"This bill increases the tax exclusion limit for employer-provided dependent care assistance programs, which is a general tax benefit for families using dependent care rather than a regulation imposing wage, hour, or benefit obligations on private employers.",,,,"This bill increases the tax exclusion amount for employer-provided dependent care assistance, which is a tax benefit adjustment rather than a bill imposing new wage, hour, or benefit obligations on private employers; it falls under the disqualifying category of tax benefits unrelated to wage/hour obligations (dependent care credits/exclusions)."
s3673-111,A bill to amend the Patient Protection and Affordable Care Act to repeal certain limitations on tax health care benefits.,Patients' Freedom to Choose Act,Health,Employee benefits and pensions|Health care costs and insurance|Prescription drugs,1.0,"The bill modifies employer-sponsored health flexible spending arrangements and health savings accounts, which are welfare benefit plans governed by ERISA and subject to private employer obligations.",,,,"The bill primarily addresses tax treatment of health savings accounts and flexible spending arrangements, not private employer obligations under ERISA or wage/hour laws.",1,enforcement,healthcare,"The bill modifies ACA restrictions on employer-sponsored health flexible spending arrangements (cafeteria plans) and health savings accounts, directly affecting private employer obligations regarding employee health benefit plan design and administration under ERISA.",,,,"This bill modifies tax treatment of optional employee benefit plan features (HSAs, MSAs, health FSAs) by removing restrictions on what can be purchased and lifting contribution caps; it does not impose new mandatory obligations on private employers as plan sponsors but rather loosens existing tax rules on voluntary benefit arrangements."
hr170-115,"To amend the Immigration and Nationality Act to modify the definition of ""exempt H-1B nonimmigrant"".",Protect and Grow American Jobs Act,Immigration,Employee hiring|Foreign labor|Inflation and prices|Visas and passports|Wages and earnings,1.0,"The bill raises the minimum salary threshold for H-1B visa exemptions, directly regulating the wage obligations of private employers hiring foreign specialty occupation workers.",,,,"The bill primarily addresses immigration policy by modifying the definition of 'exempt H-1B nonimmigrant' and adjusting salary thresholds for H-1B visa holders, which is related to foreign labor and visa regulations, not private employer wage, hour, or benefit obligations.",,,,"This bill modifies H-1B visa eligibility criteria and employer hiring requirements under immigration law, not private employer wage, hour, or benefit obligations under labor and employment law.",1,enforcement,wage_hour,"The bill raises the salary threshold for exempt H-1B nonimmigrants from $60,000 to $100,000 and adds inflation adjustments, directly tightening the wage-related obligations that H-1B dependent private employers must satisfy when hiring foreign workers, which is a regulation of private employer wage conduct."
hr1625-116,"To amend the Internal Revenue Code of 1986 to provide a safe harbor for determinations of worker classification, to require increased reporting, and for other purposes.",New Economy Works to Guarantee Independence and Growth Act of 2019,Taxation,"Contracts and agency|Employment taxes|Self-employed|Tax administration and collection, taxpayers|Wages and earnings",1.0,"The bill establishes a safe harbor test for classifying workers as independent contractors versus employees for tax purposes, directly impacting private employers' obligations regarding withholding, reporting, and potential wage and benefit liabilities.",,,,"The bill primarily addresses tax classification of workers as independent contractors versus employees, which is a tax policy issue rather than a direct regulation of private employer wage, hour, or benefit obligations.",1,enforcement,wage_hour,"Establishes a safe harbor test for independent contractor classification under the Internal Revenue Code, directly affecting private employer obligations regarding worker classification, which determines wage, hour, and benefit requirements under federal labor law.",1,enforcement,wage_hour,"The bill establishes a safe harbor test for classifying workers as independent contractors rather than employees, directly affecting private employer obligations regarding worker classification, which is a core wage and hour issue governing whether employers must provide employment-related wages, benefits, and tax withholding."
s1204-113,"A bill to amend the Patient Protection and Affordable Care Act to protect rights of conscience with regard to requirements for coverage of specific items and services, to amend the Public Health Service Act to prohibit certain abortion-related discrimination in governmental activities, and for other purposes.",Health Care Conscience Rights Act,Health,Abortion|Civil actions and liability|Comprehensive health care|Employee benefits and pensions|Health care costs and insurance|Health care coverage and access|Health personnel|Health programs administration and funding|Legal fees and court costs|Medical education|Religion|Sales and excise taxes,1.0,"The bill amends the Affordable Care Act and Public Health Service Act to protect group health plan sponsors and issuers from being required to provide coverage for specific services, directly addressing employer obligations regarding employer-sponsored group health benefit plans under ERISA.",,,,"The bill primarily addresses health insurance coverage exclusions based on moral or religious objections and abortion-related discrimination, not private employer wage, hour, or benefit obligations.",1,enforcement,healthcare,"The bill amends the ACA and ERISA-related provisions to exempt employer-sponsored group health plans from coverage mandates based on conscience objections, directly modifying private employer obligations under federal health benefit law.",1,enforcement,healthcare,"The bill amends the ACA to allow group health plan sponsors and health insurance issuers to exclude coverage of abortion or other items/services based on moral or religious objections, and prohibits imposition of penalties on employer-sponsored group health plans that exclude such items, directly modifying private employer obligations as plan sponsors under ERISA/ACA regarding what their group health plans must cover."
s1358-112,A bill to amend the Family and Medical Leave Act of 1993 to provide leave because of the death of a son or daughter.,Parental Bereavement Act of 2011,Labor and Employment,"Employee leave|Family relationships|Government employee pay, benefits, personnel management|Teaching, teachers, curricula",1.0,"The bill amends the Family and Medical Leave Act (FMLA) to expand leave entitlements for private sector employees, directly regulating employer obligations regarding protected family leave.",1,enforcement,wage_hour,"The bill amends the FMLA to provide bereavement leave, directly imposing new leave obligations on private employers.",1,enforcement,wage_hour,"Amends the FMLA to create a new mandatory bereavement leave entitlement for private employers, directly expanding employer leave obligations beyond existing FMLA provisions.",1,enforcement,wage_hour,"The bill amends the Family and Medical Leave Act to create a new mandatory leave entitlement for private employers (bereavement leave for the death of a son or daughter), directly expanding private employer leave obligations under the FMLA."
hr2341-112,"To amend the Fair Labor Standards Act with regard to certain exemptions under that Act for direct care workers and to improve the systems for the collection and reporting of data relating to the direct care workforce, and for other purposes.",Direct Care Job Quality Improvement Act of 2011,Labor and Employment,"Allied health services|Census and government statistics|Employment and training programs|Government information and archives|Health personnel|Home and outpatient care|Labor standards|Long-term, rehabilitative, and terminal care|Medicaid|Wages and earnings",1.0,"The bill amends the Fair Labor Standards Act to modify minimum wage and overtime exemptions for direct care workers, directly regulating private employer wage obligations.",1,enforcement,wage_hour,"Amends the Fair Labor Standards Act to modify exemptions affecting direct care workers, directly impacting private employer wage obligations.",1,enforcement,wage_hour,"The bill amends the Fair Labor Standards Act to modify exemptions from minimum wage and maximum hour requirements for direct care workers providing companionship services, directly affecting private employer wage and hour obligations under the FLSA.",1,enforcement,wage_hour,"The bill amends the Fair Labor Standards Act to modify the companionship services exemption from minimum wage and maximum hour requirements for direct care workers, directly altering private employer wage and hour obligations under the FLSA."
hr364-112,"To repeal the Patient Protection and Affordable Care Act and to take meaningful steps to lower health care costs and increase access to health insurance coverage without raising taxes, cutting Medicare benefits for seniors, adding to the national deficit, intervening in the doctor-patient relationship, or instituting a government takeover of health care.",Common Sense Health Reform Americans Actually Want Act,Health,Abortion|Administrative law and regulatory procedures|Administrative remedies|Child health|Civil actions and liability|Comprehensive health care|Department of Health and Human Services|Disability and health-based discrimination|Emergency medical services and trauma care|Employee benefits and pensions|Evidence and witnesses|Executive agency funding and structure|Family relationships|Federal preemption|Government information and archives|Health care costs and insurance|Health care coverage and access|Health care quality|Health facilities and institutions|Health information and medical records|Health personnel|Health promotion and preventive care|Income tax deductions|Intergovernmental relations|Judicial procedure and administration|Judicial review and appeals|Jurisdiction and venue|Medicaid|Medical ethics|Medical research|Medicare|Small business|State and local government operations,1.0,"The bill amends ERISA to establish governance rules for small business health plans and modifies dependent coverage and preexisting condition exclusions for group health plans, directly regulating private employer-sponsored welfare benefit obligations.",1,enforcement,healthcare,"The bill amends ERISA to impose standards on employer-sponsored group health plans, directly affecting private employer obligations.",1,enforcement,healthcare,"The bill amends ERISA to impose continuing obligations on private employers as sponsors of group health plans, including dependent coverage until age 26, prohibition of preexisting condition exclusions for minors, and wellness program premium variation rules, thereby directly regulating private employer-sponsored health benefit obligations.",1,enforcement,healthcare,"The bill amends ERISA to establish small business health plans, continues dependent coverage requirements and preexisting condition exclusion prohibitions for group health plans, and modifies wellness program rules for employer-sponsored plans — all of which directly impose obligations on private employers as sponsors of group health plans under ERISA."
s2833-114,"A bill to amend section 214(c)(8) of the Immigration and Nationality Act to modify the data reporting requirements relating to nonimmigrant employees, and for other purposes.",Visa Transparency Anti-Trafficking Act of 2016,Immigration,Congressional oversight|Cultural exchanges and relations|Foreign labor|Government information and archives|Immigration status and procedures|Visas and passports,1.0,"The bill mandates the reporting of compensation data for nonimmigrant workers by private employers, which serves as a transparency mechanism to monitor and enforce wage obligations and prevent labor trafficking or underpayment violations.",,,,"The bill primarily concerns immigration data reporting requirements and does not impose new obligations on private employers regarding wages, hours, or benefits.",,,,"This bill concerns immigration data reporting requirements for nonimmigrant visa holders and their employers, not private employer wage, hour, or benefit obligations under labor law statutes like FLSA, ERISA, or FMLA.",,,,"This bill primarily concerns immigration data reporting requirements for nonimmigrant visa categories; it expands government reporting obligations rather than imposing wage, hour, or benefit obligations on private employers."
hr1311-112,To provide for the coverage of medically necessary food under Federal health programs and private health insurance.,Medical Foods Equity Act of 2011,Health,Child health|Digestive and metabolic diseases|Food assistance and relief|Health care costs and insurance|Health care coverage and access|Medicare|Nutrition and diet|Poverty and welfare assistance,1.0,"The bill amends ERISA and the Internal Revenue Code to mandate that private employer-sponsored health plans provide coverage for medically necessary food, directly regulating employer benefit obligations.",1,enforcement,healthcare,"The bill amends ERISA to require employer-sponsored health plans to cover medically necessary food and related supplies, directly imposing new obligations on private employers as plan sponsors.",1,enforcement,healthcare,"The bill amends ERISA and related statutes to impose mandatory coverage requirements on private employer-sponsored health plans for medically necessary food and related treatments, directly creating new employer obligations as plan sponsors.",1,enforcement,healthcare,"The bill amends ERISA to require employer-sponsored health plans to provide coverage of medically necessary food, vitamins, and amino acids for inborn errors of metabolism, directly imposing new coverage obligations on private employers as plan sponsors."
hr6854-115,"To provide tax relief for the victims of Hurricane Florence, and for other purposes.",Hurricane Florence Tax Relief Act,Taxation,"Charitable contributions|Disaster relief and insurance|Employee benefits and pensions|Income tax credits|Income tax deductions|Income tax exclusion|Natural disasters|North Carolina|Poverty and welfare assistance|South Carolina|Tax administration and collection, taxpayers|Tax treatment of families|Virginia|Wages and earnings",1.0,"The bill establishes an employee retention tax credit for wages paid by private employers in disaster zones, directly incentivizing wage payments and addressing employer wage obligations.",,,,"The bill primarily provides tax relief for individuals and businesses affected by Hurricane Florence, including an employee retention tax credit, which incentivizes hiring decisions rather than directly regulating private employer wage or benefit obligations.",,,,"This is a disaster relief tax bill whose primary purpose is providing tax relief to Hurricane Florence victims; while it mentions retirement plan distributions and an employee retention credit, these are incidental tax benefits in a disaster context rather than regulations imposing wage, hour, or benefit obligations on private employers.",,,,"This is a disaster relief tax bill that modifies tax treatment for individuals and businesses affected by Hurricane Florence; its provisions regarding retirement plan early distributions, employee retention tax credits, and charitable deduction modifications are tax relief measures, not bills whose central purpose is imposing or tightening private employer wage, hour, or benefit obligations."
hr3726-113,To amend the Internal Revenue Code of 1986 to allow the work opportunity credit for hiring the long-term unemployed.,Long-Term Unemployed Hiring Incentive Act,Taxation,Employee hiring|Income tax credits|Unemployment|Wages and earnings,1.0,"The bill introduces a tax credit for private employers who hire long-term unemployed individuals, which qualifies as a tax incentive related to employer wage and hiring obligations.",,,,"The bill offers a tax credit for hiring long-term unemployed individuals, which incentivizes hiring decisions but does not directly impose wage, hour, or benefit obligations on private employers.",,,,"This bill offers a tax credit for hiring long-term unemployed individuals, which incentivizes hiring decisions rather than regulating private employer wage, hour, or benefit compliance obligations.",,,,"This bill offers a tax credit for hiring workers from a specific group (the long-term unemployed), which incentivizes hiring decisions rather than regulating private employer wage, hour, or benefit obligations."
hr5535-114,"To amend the Family and Medical Leave Act of 1993 and title 5, United States Code, to allow employees to take, as additional leave, parental involvement leave to participate in or attend their children's and grandchildren's educational and extracurricular activities and for other purposes.",Family Leave for Parental Involvement in Education Act,Labor and Employment,"Community life and organization|Elementary and secondary education|Employee leave|Family relationships|Government employee pay, benefits, personnel management",1.0,"The bill amends the Family and Medical Leave Act (FMLA) to expand leave entitlements for private sector employees, directly regulating employer obligations regarding protected family leave.",1,enforcement,wage_hour,"The bill expands FMLA leave provisions to include parental involvement leave, directly affecting private employer leave obligations.",1,enforcement,wage_hour,"Amends the FMLA to create a new mandatory leave entitlement for private employers, requiring them to provide parental involvement leave for employees to attend children's educational activities, thereby expanding employer leave obligations.",1,enforcement,wage_hour,"The bill amends the FMLA to create a new mandatory leave entitlement (parental involvement leave) for employees of private employers, directly imposing new leave obligations on private employers."
s124-116,A bill to amend the Fair Labor Standards Act of 1938 to prevent employers from using non-compete agreements in employment contracts for certain non-exempt employees.,Freedom to Compete Act,Labor and Employment,Competition and antitrust|Contracts and agency|Employment discrimination and employee rights|Labor standards|Labor-management relations,1.0,"The bill amends the Fair Labor Standards Act to restrict non-compete agreements for non-exempt employees, directly regulating private employer conduct regarding wage-earning workers and their employment conditions.",1,enforcement,wage_hour,"The bill prohibits non-compete agreements for certain employees, directly regulating private employer wage conduct by enhancing worker mobility and bargaining power.",1,enforcement,wage_hour,"Prohibits private employers from enforcing non-compete agreements on certain non-exempt employees, directly regulating employer conduct that suppresses worker wages and mobility under the FLSA.",1,enforcement,wage_hour,"The bill amends the FLSA to prohibit private employers from enforcing non-compete agreements on lower-wage workers, directly regulating private employer wage conduct by removing a mechanism that suppresses worker wages and bargaining power."
hr631-112,To amend the Fair Labor Standards Act of 1938 to establish a base minimum wage for tipped employees.,WAGES Act,Labor and Employment,Wages and earnings,1.0,"The bill amends the Fair Labor Standards Act to establish a base minimum wage for tipped employees, directly regulating private employer wage obligations.",1,enforcement,wage_hour,"The bill amends the FLSA to establish a base minimum wage for tipped employees, directly affecting private employer wage obligations.",1,enforcement,wage_hour,"Amends the FLSA to raise the base minimum wage for tipped employees, directly strengthening private employer wage obligations under federal wage and hour law.",1,enforcement,wage_hour,"This bill amends the FLSA to raise the base minimum wage for tipped employees, directly tightening private employer wage obligations regarding tip credit rules."
s479-113,"A bill to amend the Internal Revenue Code of 1986 to clarify the employment tax treatment and reporting of wages paid by professional employer organizations, and for other purposes.",Small Business Efficiency Act,Taxation,"Accounting and auditing|Contracts and agency|Employment taxes|Licensing and registrations|Social security and elderly assistance|Tax administration and collection, taxpayers|User charges and fees|Wages and earnings",1.0,"The bill regulates the employment tax obligations and reporting requirements of Professional Employer Organizations (PEOs), which are private entities responsible for withholding and remitting payroll taxes on behalf of client employers, directly impacting private sector wage administration and compliance.",,,,"The bill primarily addresses tax administration and the employment tax treatment of professional employer organizations, not private employer wage, hour, or benefit obligations.",,,,"This bill addresses tax administration and reporting procedures for professional employer organizations (PEOs) rather than imposing substantive wage, hour, or benefit obligations on private employers; it clarifies which entity remits payroll taxes, not the underlying wage or benefit requirements themselves.",,,,"This bill clarifies employment tax treatment and reporting for professional employer organizations (PEOs) under the Internal Revenue Code; it addresses tax administration and collection mechanics rather than imposing new wage, hour, or benefit obligations on private employers."
hr6370-114,To amend the Internal Revenue Code of 1986 for purposes of the tax on private foundation excess business holdings to treat as outstanding any employee-owned stock purchased by a business enterprise pursuant to certain employee stock ownership retirement plans.,,Taxation,"Business investment and capital|Employee benefits and pensions|Sales and excise taxes|Securities|Social work, volunteer service, charitable organizations|Tax-exempt organizations",1.0,"The bill addresses employee stock ownership retirement plans, which are employee benefit plans subject to ERISA, by modifying tax treatment for private foundations holding stock purchased from these plans.",,,,"The bill primarily addresses tax treatment of employee-owned stock in relation to private foundation holdings, not private employer wage, hour, or benefit obligations.",,,,"This bill modifies tax treatment of private foundation excess business holdings when employee-owned stock is repurchased; it addresses tax-exempt organization rules and securities treatment, not private employer wage, hour, or benefit obligations to employees.",,,,"This bill modifies tax rules for private foundation excess business holdings related to employee stock ownership plans; it does not impose wage, hour, or benefit obligations on private employers but rather adjusts tax treatment of foundation holdings involving ESOP stock transactions."
s3462-114,"A bill to provide for a 6-month delay in the effective date of a rule of the Department of Labor relating to income thresholds for determining overtime pay for executive, administrative, professional, outside sales, and computer employees.","Regulatory Relief for Small Businesses, Schools, and Nonprofits Act",Labor and Employment,,1.0,"The bill delays the effective date of a Department of Labor rule regarding overtime pay thresholds for exempt employees, directly impacting private employer obligations under the Fair Labor Standards Act.",1,enforcement,wage_hour,"The bill delays the implementation of a Department of Labor rule that revises income thresholds for overtime pay, directly affecting private employer wage obligations under the FLSA.",1,enforcement,wage_hour,"The bill delays implementation of a DOL rule expanding overtime eligibility by raising salary thresholds for white-collar exemptions under the FLSA, directly affecting private employer wage and hour obligations.",1,enforcement,wage_hour,"The bill delays the effective date of a DOL rule revising overtime pay income thresholds under the FLSA, directly affecting private employer overtime obligations for white-collar employees."
s1248-113,"A bill to permit employees to request, and to ensure employers consider requests for, flexible work terms and conditions, and for other purposes.",Flexibility for Working Families Act,Labor and Employment,"Administrative remedies|Civil actions and liability|Congressional agencies|Congressional officers and employees|Department of Labor|Employment discrimination and employee rights|Government Accountability Office (GAO)|Government employee pay, benefits, personnel management|Government information and archives|Judicial review and appeals|Labor standards|Labor-management relations|Library of Congress|State and local government operations",1.0,"The bill regulates private employer obligations regarding work schedules, hours, and notification periods, and explicitly requires the Department of Labor's Wage and Hour Division to issue guidance on compliance with the Fair Labor Standards Act, directly addressing wage and hour issues.",1,enforcement,wage_hour,"The bill imposes new obligations on private employers to consider employee requests for flexible work terms, directly affecting wage and hour conditions.",1,enforcement,wage_hour,"Creates new private employer obligations to consider and respond to employee requests for flexible work arrangements, with enforcement mechanisms including civil penalties and federal court review, directly regulating employer wage and hour conduct.",1,enforcement,wage_hour,"The bill imposes new obligations on private employers to consider employee requests for flexible work terms and conditions (hours, schedules, location), creates enforcement mechanisms including civil penalties, and amends employer duties under labor standards — directly regulating private employer wage/hour conduct."
hr3046-115,To amend the Internal Revenue Code of 1986 to exclude employer contributions to 529 plans from gross income and employment taxes and to allow a deduction for individual contributions to such plans.,Help All Americans Save for College Act of 2017,Taxation,"Bank accounts, deposits, capital|Disability and paralysis|Employee benefits and pensions|Employment taxes|Higher education|Income tax deductions|Income tax exclusion|Income tax rates|Student aid and college costs",1.0,"The bill modifies tax incentives for employer-sponsored 529 plans and ABLE accounts, directly affecting private employer obligations and strategies regarding employee benefit contributions.",,,,"The bill primarily addresses tax treatment of 529 plans and ABLE accounts, offering tax exclusions and deductions, which are unrelated to private employer wage, hour, or benefit obligations.",,,,"This bill modifies the tax treatment of employer contributions to 529 college savings plans and ABLE accounts, offering tax exclusions and deductions; these are general tax benefits for education and disability savings, not obligations imposed on employers regarding wage, hour, or employee benefit plan compliance under ERISA or similar labor standards.",,,,"This bill modifies the tax treatment of employer contributions to 529 plans and ABLE accounts by providing tax exclusions and deductions; it is a general tax benefit related to education savings, not a bill imposing wage, hour, or benefit obligations on private employers."
hr3015-113,To amend the Internal Revenue Code of 1986 to provide tax incentives for the establishment of supermarkets in certain underserved areas.,Supermarket Tax Credit for Underserved Areas Act,Taxation,Business investment and capital|Employee hiring|Food industry and services|Fruit and vegetables|Income tax credits|Retail and wholesale trades|Wages and earnings,1.0,"The bill modifies the Work Opportunity Tax Credit by increasing the wage limit eligible for credit for employees of supermarkets, which constitutes a tax incentive directly related to private employer wage obligations.",,,,"The bill primarily provides tax incentives for supermarkets in underserved areas, which are not directly related to private employer wage, hour, or benefit obligations.",,,,"This bill provides tax incentives to encourage supermarket development in underserved areas, including rehabilitation credits, enhanced work opportunity credits for hiring, and credits for selling local produce; these are general economic development and hiring incentives, not regulations imposing wage, hour, or benefit obligations on private employers.",,,,"This bill provides tax incentives (rehabilitation credit, work opportunity credit increase, and fresh produce sales credit) to encourage supermarket establishment in underserved areas; these are general tax credits for hiring and business investment, not regulations imposing wage, hour, or benefit obligations on private employers."
