bill_id,category_ids,category_labels,bill_type,reason
hr845-111,,,,"The bill concerns water rights settlement and infrastructure for the Crow Tribe of Indians, involving government trust funds and federal-state agreements, with no provisions regulating private employer wage, hour, or benefit obligations."
hr116-112,,,,"The bill regulates telemarketing and political robocalls under the FTC's jurisdiction, which does not involve private employer wage, hour, or benefit obligations."
s1066-112,,,,"The bill concerns the importation of polar bear trophies under the Marine Mammal Protection Act and Endangered Species Act, which relates to wildlife conservation and trade restrictions, not private employer wage, hour, or benefit obligations."
hr7213-110,,,,"The bill amends the Clean Air Act regarding vehicle emission certification kits for natural gas or liquefied petroleum gas conversions, which is an environmental regulation and does not involve private employer wage, hour, or benefit obligations."
hr410-110,,,,"The bill authorizes federal appropriations for scholarship, loan repayment, and residency training programs to increase the supply of physicians; it does not regulate private employer wage, hour, or benefit obligations."
hr6435-114,,,,"The bill authorizes the Department of Veterans Affairs to contract for investigations of VA medical centers, which involves government agency operations and quality assurance rather than regulating private employer wage, hour, or benefit obligations."
s557-115,,,,"This is a private relief bill for specific individuals, not a general statute regulating private employer wage, hour, or benefit obligations."
hr232-111,,,,"The bill establishes a federal greenhouse gas registry and reporting requirements for industrial facilities, which relates to environmental protection and climate change rather than private employer wage, hour, or benefit obligations."
hr4925-115,,,,"The bill directs the Federal Railroad Administration to improve safety data management and collection, which is a regulatory and administrative matter concerning transportation safety rather than private employer wage, hour, or benefit obligations."
s1193-109,,,,"The bill mandates missile defense systems on commercial aircraft for aviation safety and terrorism prevention, which does not involve private employer wage, hour, or benefit obligations."
s1993-112,,,,"The bill awards a Congressional Gold Medal to Lena Horne and does not regulate private employer wage, hour, or benefit obligations."
s1903-116,,,,"The bill establishes a federal interagency framework for zoonotic disease prevention and emergency preparedness, which does not regulate private employer wage, hour, or benefit obligations."
hr214-112,,,,"The bill establishes a Congressional Office of Regulatory Analysis and mandates sunset reviews of federal regulations, which pertains to government operations and administrative law rather than imposing direct wage, hour, or benefit obligations on private employers."
s37-107,,,,"The bill provides a tax deduction for charitable contributions of food inventory, which is a general tax policy measure unrelated to private employer wage, hour, or benefit obligations."
s12-115,,,,"The bill regulates the performance evaluation and accountability of employees within the Department of Veterans Affairs, a federal government agency, rather than imposing wage, hour, or benefit obligations on private non-governmental employers."
hr2528-110,,,,"The bill focuses on energy and water efficiency measures in Federal buildings and contracts, which does not involve private employer wage, hour, or benefit obligations."
hr4066-110,,,,"The bill regulates commodity trading, energy markets, and fraud prevention under the Commodity Exchange Act, which does not involve private employer wage, hour, or benefit obligations."
s34-115,,,,"The bill addresses Congressional Review Act procedures for nullifying federal agency regulations ('midnight rules') and does not impose obligations on private employers regarding wages, hours, or benefits."
hr5134-112,,,,"The bill suspends duties on surge protectors under the Harmonized Tariff Schedule, which relates to foreign trade and tariffs rather than private employer wage, hour, or benefit obligations."
hr673-114,,,,"The bill regulates the compensation of Members of Congress, which are government employees, not private non-governmental employers; therefore, it does not involve private employer wage, hour, or benefit misconduct."
s1645-114,,,,"The bill is an appropriations measure for the Department of the Interior, EPA, and related agencies, which funds government operations and does not regulate private employer wage, hour, or benefit obligations."
hr5119-111,,,,"The bill amends the Radiation Exposure Compensation Act to extend a government trust fund for compensating individuals exposed to radiation, which is a public assistance program rather than a regulation of private employer wage, hour, or benefit obligations."
hr2895-110,,,,"The bill establishes a federal trust fund for affordable housing construction and rehabilitation, which is a government spending and housing policy measure, not a regulation of private employer wage, hour, or benefit obligations."
hr2477-111,,,,"The bill extends DHS regulatory authority over chemical facility security and vulnerability assessments, which relates to homeland security and industrial safety rather than private employer wage, hour, or benefit obligations."
hr475-109,1,Wage Hour & Benefits,enforcement,"The bill amends the Family and Medical Leave Act (FMLA) to expand the definition of family members eligible for leave, thereby directly regulating private employer obligations regarding protected leave and preventing retaliation for taking such leave."
hr3291-107,,,,"The bill amends the Uniform Code of Military Justice regarding consensual sexual activity, which pertains to military conduct and national security rather than private employer wage, hour, or benefit obligations."
hr3896-106,,,,"The bill regulates the due process rights and disciplinary procedures for state and local law enforcement officers, who are public-sector employees; it does not address private employer wage, hour, or benefit obligations."
hr3778-111,,,,"The bill authorizes grants to medical schools to increase the supply of physicians, which is a healthcare workforce development initiative and does not regulate private employer wage, hour, or benefit obligations."
hjres59-110,,,,"The bill consents to an international emergency management assistance agreement between U.S. states and Canadian provinces, which does not involve private employer wage, hour, or benefit obligations."
hr3539-106,,,,"The bill amends the Occupational Safety and Health Act to exclude home workplaces from coverage, which relates to workplace safety and health regulations rather than private employer wage, hour, or benefit obligations such as minimum wage, overtime, or ERISA/FMLA compliance."
s1722-107,,,,"The bill amends excise tax provisions on archery equipment, which is unrelated to private employer wage, hour, or benefit obligations."
hr731-114,,,,"The bill authorizes grants for criminal justice and mental health programs targeting offenders and veterans, focusing on judicial supervision, treatment, and law enforcement training rather than regulating private employer wage, hour, or benefit obligations."
hr4471-115,,,,"The bill concerns firearm background checks and law enforcement reporting under the National Instant Criminal Background Check System, which is unrelated to private employer wage, hour, or benefit obligations."
s1196-115,,,,"The bill focuses on national security, missile defense systems, and Department of Defense operations, which are unrelated to private employer wage, hour, or benefit obligations."
hr816-107,,,,"The bill addresses Social Security trust fund financing and federal budget procedures, which are government benefit programs and public finance issues, not private employer wage, hour, or benefit obligations."
hr6017-109,,,,"The bill primarily addresses government-funded emergency assistance, medical care, and caregiver services for veterans and military members administered by the DoD and VA, and includes a hiring tax credit for veterans which is explicitly excluded as it incentivizes hiring rather than regulating wage or benefit compliance."
s1175-110,,,,"The bill addresses international affairs and military assistance regarding the use of child soldiers by foreign governments, which does not involve private employer wage, hour, or benefit obligations."
hr4415-107,,,,"The bill suspends import duties on a specific herbicide (Florasulam) under the Harmonized Tariff Schedule, which relates to foreign trade and tariffs rather than private employer wage, hour, or benefit obligations."
hr2903-107,,,,"The bill provides a tax exclusion for individuals on capital gains from small business stock, which is a general investment incentive and does not regulate private employer wage, hour, or benefit obligations."
hr1790-115,,,,"The bill establishes a trust fund for veterans' benefits administered by the Department of Veterans Affairs and imposes a tax on non-veterans; it does not regulate private employer wage, hour, or benefit obligations."
hr2502-115,,,,"The bill provides a tax exclusion for compensation paid by local governments to dependents of fallen public safety officers, which involves government entities rather than private employer wage or benefit obligations."
hr2029-113,,,,"The bill appropriates federal funds for workforce training programs at community colleges and does not impose wage, hour, or benefit obligations on private employers."
s1077-108,,,,"The bill directs the Secretary of Veterans Affairs to establish a national cemetery, which is a government service and does not regulate private employer wage, hour, or benefit obligations."
s1759-116,,,,"The bill designates a USPS facility name, which is a government operations matter involving a federal agency, not a regulation of private employer wage, hour, or benefit obligations."
s2357-110,,,,"The bill designates a river for study under the Wild and Scenic Rivers Act, which relates to public lands and natural resources, not private employer wage, hour, or benefit obligations."
s2338-113,,,,"The bill reauthorizes the U.S. Anti-Doping Agency and addresses performance-enhancing drug use in sports, which does not involve private employer wage, hour, or benefit obligations."
s303-108,,,,"The bill prohibits human cloning and regulates stem cell research standards, which are matters of bioethics and medical research regulation, not private employer wage, hour, or benefit obligations."
hr4964-108,,,,"The bill establishes a public health insurance program and imposes an excise tax on employers to fund it, but it does not regulate private employer wage, hour, or benefit obligations (such as FLSA, WARN, ERISA, or FMLA compliance); general employer taxes or public benefit programs do not qualify as wage and hour misconduct enforcement."
hr2029-107,,,,"The bill establishes a federal grant program for local rail line relocation projects, which is a transportation infrastructure initiative and does not regulate private employer wage, hour, or benefit obligations."
hr2514-111,,,,"The bill expands the jurisdiction of the Consumer Product Safety Commission over amusement park rides, which relates to product safety and consumer protection rather than private employer wage, hour, or benefit obligations."
s1665-108,,,,"The bill regulates background check procedures for private security officer employment, which falls under crime and law enforcement rather than private employer wage, hour, or benefit obligations."
s404-113,,,,"The bill concerns the preservation of a historic lookout in a national forest and the approval of a land allotment for an Alaska Native veteran, involving federal land management and property rights rather than private employer wage, hour, or benefit obligations."
hr5747-111,,,,"The bill authorizes grants for child-parent visitation programs involving incarcerated parents, which relates to criminal justice and family services rather than private employer wage, hour, or benefit obligations."
s2554-112,,,,"The bill appropriates funds for a grant program to purchase bulletproof vests for law enforcement officers, which are government employees; it does not regulate private employer wage, hour, or benefit obligations."
hr4936-114,1,Wage Hour & Benefits,enforcement,"The bill amends the Internal Revenue Code to revise the formula for counting hours of service for non-full-time employees in determining large employer status for health coverage purposes, directly affecting private employer obligations under the Affordable Care Act's employer mandate."
s531-108,,,,"The bill focuses on environmental monitoring, ecological research, and habitat restoration for the Missouri River, involving federal agencies and Indian tribes, with no provisions regulating private employer wage, hour, or benefit obligations."
hr5043-113,,,,"The bill directs the Secretary of State to report on international child protection compacts and foreign assistance, which falls under international affairs and does not regulate private employer wage, hour, or benefit obligations."
hr1237-113,,,,"The bill authorizes the posthumous award of the Medal of Honor to a military service member, which is a congressional tribute related to national security and military personnel, not private employer wage, hour, or benefit obligations."
s2369-112,,,,"The bill focuses on establishing an innovation bank and funding science and technology job training programs through grants and loans to educational institutions and private companies, rather than regulating private employer wage, hour, or benefit obligations."
hr4975-107,,,,"The bill designates a U.S. Postal Service facility name, which is a commemorative act involving a government entity and does not regulate private employer wage, hour, or benefit obligations."
hr3931-116,,,,"The bill is an appropriations measure for the Department of Homeland Security, funding government agencies and operations rather than regulating private employer wage, hour, or benefit obligations."
hr3250-110,,,,"The bill imposes an excise tax on state toll revenues to fund a federal trade adjustment assistance program, which is a government benefit program and does not regulate private employer wage, hour, or benefit obligations."
hr1461-110,,,,"The bill regulates consumer credit practices and credit card issuer conduct under the Truth in Lending Act, which does not involve private employer wage, hour, or benefit obligations."
hr5316-109,,,,"The bill primarily addresses the reorganization of FEMA and the management of federal emergency response personnel, which involves government employees and public-sector operations rather than private employer wage, hour, or benefit obligations."
hr4330-110,,,,"The bill adjusts Medicare Part B premium rates for beneficiaries, which is a government reimbursement and public benefit issue, not a regulation of private employer wage, hour, or benefit obligations."
hr4206-109,,,,"The bill adjusts federal Medicare reimbursement rates for emergency health services in Puerto Rico, which is a government reimbursement policy rather than a regulation of private employer wage, hour, or benefit obligations."
hr3724-108,,,,"The bill adjusts FHA-insured mortgage limits for multifamily housing projects to cover energy conservation costs, which relates to housing finance and energy policy rather than private employer wage, hour, or benefit obligations."
hr3276-110,,,,"The bill denies a tax expensing benefit to petroleum refineries based on environmental pollution permits, which relates to environmental compliance rather than private employer wage, hour, or benefit obligations."
hr4104-109,,,,"The bill provides a tax deduction for individuals for long-term care services and insurance, which is a general tax policy matter unrelated to private employer wage, hour, or benefit obligations."
hr7057-110,,,,"The bill addresses the expedited processing of naturalization applications for military personnel by federal agencies (USCIS and FBI), which is a matter of immigration and administrative procedure, not private employer wage, hour, or benefit obligations."
s1771-114,,,,"The bill exempts Indian tribal governments and entities from the employer health coverage mandate, but tribal governments are not considered non-governmental employers under the scope of this category, which targets private corporate misconduct."
hr3098-107,,,,"The bill adjusts tax depreciation rules for office furniture, which is a general business tax provision unrelated to private employer wage, hour, or benefit obligations."
s3214-106,,,,"The bill amends the Assets for Independence Act to expand Individual Development Accounts (IDAs) for low-income individuals, which is a public assistance and social welfare program, not a regulation of private employer wage, hour, or benefit obligations."
s103-109,,,,"The bill focuses on drug enforcement, specifically regulating the sale of pseudoephedrine to combat methamphetamine production, and does not address private employer wage, hour, or benefit obligations."
s137-111,,,,"The bill focuses on government-funded grants, loans, and workforce training programs administered by the Department of Energy and Treasury, rather than imposing direct wage, hour, or benefit obligations on private employers."
hr4589-115,,,,"The bill amends the Elementary and Secondary Education Act to expand a student identifier program for children of military reservists, which relates to education policy and data collection rather than private employer wage, hour, or benefit obligations."
s3852-109,,,,"The bill primarily addresses maritime administration, military reserve service commitments for academy graduates, and government fund management, rather than regulating private employer wage, hour, or benefit obligations."
hr7224-110,,,,"The bill addresses criminal penalties for trademark misuse and intellectual property fraud, which is unrelated to private employer wage, hour, or benefit obligations."
hr1958-112,,,,"The bill modifies Medicare payment rules and accreditation requirements for orthotics and prosthetics suppliers, which constitutes government reimbursement policy rather than regulation of private employer wage, hour, or benefit obligations."
hr2574-113,1,Wage Hour & Benefits,enforcement,"The bill modifies Internal Revenue Code rules regarding required distributions from tax-exempt pension plans upon an employee's death, directly regulating private employer obligations under ERISA."
s1953-110,,,,"The bill mandates labeling requirements for raw ginseng imports and sales, which relates to consumer protection and agricultural trade regulations, not private employer wage, hour, or benefit obligations."
hr2027-110,,,,"The bill adjusts military basic pay rates for uniformed service members, which constitutes government employee compensation rather than private employer wage or benefit obligations."
s2182-111,,,,"The bill suspends tariffs on ion exchange resin powder, which is a trade policy matter unrelated to private employer wage, hour, or benefit obligations."
hr4584-112,,,,"The bill addresses tariff suspensions for rayon fibers under the Harmonized Tariff Schedule, which is a matter of foreign trade policy and does not regulate private employer wage, hour, or benefit obligations."
hr1773-109,,,,"The bill establishes a government-administered housing loan program for veterans under Title 38, which is a public benefit program and does not regulate private employer wage, hour, or benefit obligations."
s2331-112,,,,"The bill suspends tariffs on stator/rotor parts, which is a trade policy matter unrelated to private employer wage, hour, or benefit obligations."
hr2154-109,,,,"The bill suspends import duties on Methyl Salicylate, which is a trade and tariff measure unrelated to private employer wage, hour, or benefit obligations."
s3388-109,,,,"The bill concerns the liquidation of customs drawback claims, which relates to tariff and trade administration rather than private employer wage, hour, or benefit obligations."
hr844-115,,,,"The bill addresses immigration enforcement and deportation procedures for individuals identified in the terrorist screening database, which does not involve private employer wage, hour, or benefit obligations."
hr203-109,,,,"The bill expands a federal school lunch and Head Start nutrition program, which are government-administered public assistance programs, and does not regulate private employer wage, hour, or benefit obligations."
hr5732-107,,,,"The bill amends the Clean Air Act regarding transportation project conformity and emissions estimates, which relates to environmental protection rather than private employer wage, hour, or benefit obligations."
hr4181-112,,,,"The bill addresses the enforceability of predispute arbitration agreements in employment contracts, which is a procedural labor-management issue rather than a substantive regulation of private employer wage, hour, or benefit obligations such as minimum wage, overtime, or ERISA compliance."
hr4246-112,,,,"The bill expands eligibility for VA reimbursement for emergency treatment, which is a government-administered veterans' benefit program and does not regulate private employer wage, hour, or benefit obligations."
hr4444-114,,,,"The bill amends energy conservation standards for external power supplies and lighting equipment under the Energy Policy and Conservation Act, which is unrelated to private employer wage, hour, or benefit obligations."
hr6703-110,,,,"The bill establishes a museum and interpretive center for industrial history, which does not regulate private employer wage, hour, or benefit obligations."
s1080-113,,,,"The bill focuses on environmental protection, water quality, and ecosystem restoration for Long Island Sound, involving federal agencies like the EPA, and does not regulate private employer wage, hour, or benefit obligations."
s2294-114,,,,"The bill establishes a regulatory analysis division within the Congressional Budget Office to assess the economic impact of rules, which is a procedural and administrative matter unrelated to private employer wage, hour, or benefit obligations."
hr4697-108,,,,"The bill extends a tax credit for wind energy production, which is an environmental and energy policy measure unrelated to private employer wage, hour, or benefit obligations."
hr1908-114,,,,"The bill adjusts FHA mortgage insurance premiums for homebuyers based on financial literacy counseling, which is a housing finance policy matter and does not regulate private employer wage, hour, or benefit obligations."
hr905-111,,,,"The bill expands the boundaries of a national marine sanctuary and does not regulate private employer wage, hour, or benefit obligations."
s538-116,1,Wage Hour & Benefits,tax_credit_introduction,"Introduces a tax credit for employer-provided worker training, which qualifies under the exception for credits specifically tied to employer-provided job training."
hr4262-108,1,Wage Hour & Benefits,enforcement,"The bill addresses private employer wage and benefit obligations by requiring labor attestations for temporary workers, addressing backpay remedies, and prohibiting unfair immigration-related employment practices, which directly regulates employer conduct regarding wages and working conditions."
hr6717-110,,,,"The bill focuses on energy policy, specifically streamlining regulations for oil, gas, and refinery development, and does not address private employer wage, hour, or benefit obligations."
hr2062-108,,,,"The bill regulates abortion access in Department of Defense medical facilities for uniformed service members, which involves government entities and military personnel rather than private employer wage, hour, or benefit obligations."
hr5150-106,,,,"The bill directs the Secretary of the Army to conduct environmental studies and restoration projects, which involves government agency activities and does not regulate private employer wage, hour, or benefit obligations."
hr3694-111,,,,"The bill establishes judicial procedures for litigation regarding federal land leasing for energy projects, which does not involve private employer wage, hour, or benefit obligations."
s1564-113,,,,"The bill appropriates funds for veterans' benefits and services administered by the Department of Veterans Affairs, which are government programs rather than private employer wage, hour, or benefit obligations."
s51-115,,,,"The bill addresses immigration enforcement and detention policies regarding drunk driving offenses, which does not involve private employer wage, hour, or benefit obligations."
hr2547-107,,,,"The bill focuses on recovering erroneous payments made by federal agencies to government contractors, which pertains to government procurement and administrative procedure rather than private employer wage, hour, or benefit obligations."
hr1990-116,,,,"The bill reauthorizes funding for a National Park Service heritage area and does not regulate private employer wage, hour, or benefit obligations."
hr3072-111,,,,"The bill designates a USPS facility name, which is a symbolic tribute involving a government entity and does not regulate private employer wage, hour, or benefit obligations."
hr337-107,,,,"The bill adjusts agricultural subsidies and marketing loan payments for producers, which relates to government lending and farm policy rather than private employer wage, hour, or benefit obligations."
hr2951-111,,,,"The bill amends Medicare coverage definitions for durable medical equipment, which sets government reimbursement rates and benefits rather than regulating private employer wage, hour, or benefit obligations."
hr563-113,,,,"The bill authorizes federal grants to local educational agencies (public sector entities) to hire and retain school social workers, which does not regulate private employer wage, hour, or benefit obligations."
hr3702-109,,,,"The bill provides disaster relief payments and crop insurance requirements to agricultural producers, which are government subsidies and regulatory conditions for farmers rather than obligations imposed on private employers regarding their employees' wages, hours, or benefits."
hr5742-111,,,,"The bill focuses on medical research and patient safety protocols regarding the use of medical checklists, rather than regulating private employer wage, hour, or benefit obligations."
hr5666-110,,,,"The bill modifies the Earned Income Tax Credit for individual taxpayers based on their hours worked, which is a general tax policy measure and does not impose obligations on private employers regarding wages, hours, or benefits."
hr3502-109,,,,"The bill primarily regulates vaccine supply, distribution, and Medicaid reimbursement rules for providers, rather than imposing wage, hour, or benefit obligations on private employers."
hr449-112,,,,"The bill focuses on federal research and development funding for small businesses through the STTR program, which does not regulate private employer wage, hour, or benefit obligations."
s1027-112,,,,"The bill focuses on federal land management, oil and gas leasing regulations, and environmental impact assessments under the Department of the Interior, rather than regulating private employer wage, hour, or benefit obligations."
s1861-115,1,Wage Hour & Benefits,enforcement,"The bill mandates that private employers without qualifying retirement plans provide automatic IRA arrangements to eligible employees and imposes penalties for non-compliance, directly regulating employer obligations regarding retirement benefits."
hr2296-113,,,,"The bill reauthorizes the Impact Aid program, which provides federal funds to local educational agencies to offset the financial burden of federal property and federally-connected children; it does not regulate private employer wage, hour, or benefit obligations."
hr1604-113,,,,"The bill establishes a federal agency for geospatial data management and regulates federal procurement and data standards; it does not impose wage, hour, or benefit obligations on private non-governmental employers."
hr2159-112,,,,"The bill focuses on federal research, education, and telehealth pilot programs administered by the VA, DOD, and HHS for prostate cancer treatment, rather than regulating private employer wage, hour, or benefit obligations."
s2374-112,,,,"The bill concerns the management and sale of the Federal Helium Reserve and energy research, involving no private employer wage, hour, or benefit obligations."
hr5217-113,,,,"The bill establishes a grant program for afterschool STEM education administered by the National Science Foundation and does not regulate private employer wage, hour, or benefit obligations."
hr2656-110,,,,"The bill focuses on agricultural conservation, biofuel production, and farm subsidies, with no provisions regulating private employer wage, hour, or benefit obligations."
s2426-112,,,,"The bill suspends import duties on a chemical substance, which is a trade policy matter unrelated to private employer wage, hour, or benefit obligations."
hr4226-114,,,,"The bill provides disaster relief payments to agricultural producers for crop losses due to quarantine, which is a government subsidy program and does not regulate private employer wage, hour, or benefit obligations."
hr5009-111,,,,"The bill designates federal lands as wilderness and manages land use in Utah, containing no provisions related to private employer wage, hour, or benefit obligations."
s2038-109,,,,"The bill addresses country of origin labeling requirements for agricultural products under the Agricultural Marketing Act, which is a trade and consumer information issue unrelated to private employer wage, hour, or benefit obligations."
hr463-116,,,,"The bill addresses the forgiveness of overpayments of military retired pay, which is a government-administered benefit program for service members, not a regulation of private employer wage, hour, or benefit obligations."
s2513-112,,,,"The bill suspends import duties on a specific chemical (Fosamine) under the Harmonized Tariff Schedule, which relates to foreign trade policy and does not involve private employer wage, hour, or benefit obligations."
hr2219-115,,,,"The bill focuses on regulating financial institutions to combat money laundering related to human trafficking, rather than imposing wage, hour, or benefit obligations on private employers regarding their employees."
hr3485-111,,,,"The bill adjusts income calculation rules for VA-administered veterans' pensions, which is a government benefit program and does not regulate private employer wage, hour, or benefit obligations."
hr5315-106,,,,"The bill addresses estate and gift tax rates and deductions, which are general tax policy matters unrelated to private employer wage, hour, or benefit obligations."
hr2365-114,,,,"The bill authorizes construction projects and administrative improvements for the Department of Veterans Affairs, which is a government agency, and does not regulate private employer wage, hour, or benefit obligations."
s959-107,,,,"The bill regulates FAA procedures for weather reporting in Montana and involves only government employees (FAA, National Weather Service), so it does not impose obligations on private non-governmental employers regarding wages, hours, or benefits."
hr2760-111,,,,"The bill designates a USPS facility name, which is a congressional tribute involving a government entity, and does not regulate private employer wage, hour, or benefit obligations."
s260-109,,,,"The bill authorizes technical and financial assistance for private landowners to restore fish and wildlife habitats, which is unrelated to private employer wage, hour, or benefit obligations."
hr456-110,,,,"The bill addresses civil fines for paperwork violations under the Paperwork Reduction Act, which relates to administrative compliance and government reporting requirements rather than private employer wage, hour, or benefit obligations such as those covered by FLSA, ERISA, or FMLA."
s367-112,,,,"The bill offers a tax credit for hiring workers from a specific group (National Guard/Reserves), which is explicitly excluded as it incentivizes hiring decisions rather than regulating private employer wage, hour, or benefit compliance."
s2248-112,,,,"The bill addresses state authority over hydraulic fracturing regulations on federal land, which is an environmental and energy policy issue unrelated to private employer wage, hour, or benefit obligations."
hr1522-109,,,,"The bill establishes federal student loan forgiveness programs for teachers and nurses, which is a government benefit program for individuals rather than a regulation of private employer wage, hour, or benefit obligations."
s2748-113,,,,"The bill amends the Endangered Species Act regarding court costs and attorney fees in citizen suits, which relates to environmental litigation rather than private employer wage, hour, or benefit obligations."
hr2428-110,,,,"The bill focuses on coordinating bioenergy research grants between federal agencies and land-grant universities, containing no provisions regulating private employer wage, hour, or benefit obligations."
hr3908-106,,,,"The bill is an emergency supplemental appropriations act funding government agencies (DOJ, DOD, State, etc.) for counternarcotics, peacekeeping, and disaster relief; it does not regulate private employer wage, hour, or benefit obligations."
s2875-114,,,,"The bill focuses on eliminating federal reporting requirements for government agencies and programs, which relates to government operations rather than regulating private employer wage, hour, or benefit obligations."
hr4044-112,,,,"The bill focuses on federal spectrum reallocation, government agency compliance, and deficit reduction through spectrum auctions, with no provisions regulating private employer wage, hour, or benefit obligations."
hr5307-111,,,,"The bill addresses aviation smuggling and tariff enforcement regarding ultralight vehicles, which is unrelated to private employer wage, hour, or benefit obligations."
hjres73-112,,,,"The bill proposes a constitutional amendment to limit federal government spending and reduce the national debt, which does not regulate private employer wage, hour, or benefit obligations."
hr2954-115,,,,"The bill amends the Home Mortgage Disclosure Act to adjust reporting requirements for depository institutions regarding mortgage loans, which relates to financial regulation and consumer credit rather than private employer wage, hour, or benefit obligations."
s1329-110,,,,"The bill focuses on land management, appropriations, and visitor services for Acadia National Park, involving no private employer wage, hour, or benefit obligations."
hr3588-116,,,,"The bill directs the Department of Defense to improve military criminal investigative capacity regarding child sexual exploitation, which involves government agencies and law enforcement rather than private employer wage, hour, or benefit obligations."
hr1433-110,,,,"The bill addresses political representation for the District of Columbia in the House of Representatives and does not regulate private employer wage, hour, or benefit obligations."
hr6444-110,1,Wage Hour & Benefits,enforcement,"The bill mandates that private employers provide health coverage through HAPI plans and imposes shared responsibility payments on employers who fail to do so, directly regulating private employer obligations regarding employee health benefits."
s3305-112,,,,"The bill concerns land transfers and mineral rights between the state of Utah and the Ute Indian Tribe, involving no private employer wage, hour, or benefit obligations."
hr5531-110,,,,"The bill focuses on radiation screening technology and border security enforcement by federal agencies (DHS, CBP), involving no private employer wage, hour, or benefit obligations."
s2308-109,,,,"The bill focuses on mine safety standards, emergency communication systems, and accident investigations under the Federal Mine Safety and Health Act, which relates to workplace safety (OSHA/MSHA) rather than private employer wage, hour, or benefit obligations."
hr409-110,,,,"The bill establishes safety inspection standards and training for highway tunnels under the Department of Transportation, which relates to public infrastructure safety rather than private employer wage, hour, or benefit obligations."
s2911-107,,,,"The bill addresses tax provisions for Education Individual Retirement Accounts (Education IRAs), which are individual savings vehicles, and does not regulate private employer wage, hour, or benefit obligations."
s694-108,,,,"The bill focuses on Federal Trade Commission investigations into gasoline price manipulation and energy supply, which relates to antitrust and energy policy rather than private employer wage, hour, or benefit obligations."
s2344-106,,,,"The bill adjusts the tax classification of government conservation payments for farmers, which is a matter of agricultural tax policy and does not regulate private employer wage, hour, or benefit obligations."
s1151-113,,,,"The bill reauthorizes grants for a heritage partnership in Iowa and does not regulate private employer wage, hour, or benefit obligations."
s2240-110,1,Wage Hour & Benefits,enforcement,"The bill prohibits private employers from terminating or discriminating against employees for absences related to volunteer emergency services, directly regulating employer conduct regarding leave and job protection similar to FMLA or USERRA obligations."
hr5539-107,,,,"The bill amends Medicare coverage rules for medication therapy management services, which sets government reimbursement rates and benefits for a public program rather than regulating private employer wage, hour, or benefit obligations."
hr5421-106,,,,"The bill imposes an excise tax on third-party purchasers of structured settlement payments, which is a tax policy measure unrelated to private employer wage, hour, or benefit obligations under FLSA, ERISA, or FMLA."
s1056-113,,,,"The bill provides a refundable tax credit for adoption expenses, which is explicitly excluded as a general family policy tax benefit unrelated to private employer wage, hour, or benefit obligations."
hr2995-110,,,,"The bill addresses general civil liability, punitive damages, and evidence standards for small businesses, but does not regulate private employer wage, hour, or benefit obligations under statutes like the FLSA, WARN Act, ERISA, or FMLA."
s3334-114,,,,"The bill addresses procedures for resolving claims to rights-of-way on public lands, which is unrelated to private employer wage, hour, or benefit obligations."
hr4652-108,,,,"The bill primarily addresses energy policy, fuel additives, and tax credits for renewable energy and energy efficiency, which are unrelated to private employer wage, hour, or benefit obligations."
s3533-111,,,,"The bill addresses estate and generation-skipping transfer taxes, which are taxes on the transfer of wealth upon death, not private employer wage, hour, or benefit obligations."
s978-110,,,,"The bill authorizes the awarding of the Medal of Honor to a military service member for valor, which is a commemorative act unrelated to private employer wage, hour, or benefit obligations."
hr964-112,,,,"The bill addresses consumer protection and price-gouging in the energy sector, not private employer wage, hour, or benefit obligations."
hr6327-110,,,,"The bill extends funding and expenditure authority for the Airport and Airway Trust Fund and adjusts aviation taxes and insurance limits, which are government trust fund and transportation policy matters, not private employer wage, hour, or benefit obligations."
hjres92-112,,,,"The bill addresses corporate political spending and campaign finance regulation, which does not involve private employer wage, hour, or benefit obligations."
s944-109,,,,"The bill primarily addresses occupational safety and health standards and whistleblower protections under OSHA, which fall outside the scope of wage, hour, and benefit obligations such as minimum wage, overtime, WARN Act notice, or ERISA plan management."
hr3756-108,,,,"The bill establishes a federal advisory commission to study digestive diseases and allocate national research resources; it does not regulate private employer wage, hour, or benefit obligations."
sjres44-106,,,,"The bill is a commemorative resolution honoring minority veterans and does not regulate private employer wage, hour, or benefit obligations."
hr1843-108,,,,"The bill regulates institutions of higher education regarding missing person notifications and does not impose wage, hour, or benefit obligations on private employers."
s1607-109,,,,"The bill adjusts the jurisdiction of the Surface Transportation Board regarding solid waste disposal and railroads, which is a transportation and environmental regulatory matter unrelated to private employer wage, hour, or benefit obligations."
s3001-112,,,,"The bill extends a temporary suspension of duty on Agrumex, which is a trade and tariff measure unrelated to private employer wage, hour, or benefit obligations."
hr7034-115,,,,"The bill ratifies a water rights settlement agreement between the Kickapoo Tribe, Kansas, and the United States, which does not involve private employer wage, hour, or benefit obligations."
hr936-109,,,,"The bill addresses immigration relief for victims of fraud involving government officials and brokers, which does not involve private employer wage, hour, or benefit obligations."
hr1909-108,,,,"The bill adjusts the jurisdictional thresholds of the National Labor Relations Board, which governs collective bargaining and unfair labor practices, rather than regulating private employer wage, hour, or benefit obligations such as minimum wage, overtime, or ERISA compliance."
hr5340-109,,,,"The bill focuses on environmental monitoring, sediment control, and water quality research in the Upper Mississippi River Basin, involving no private employer wage, hour, or benefit obligations."
