bill_id,official_title,short_title,policy_area,subjects,category_step1,reason_step1,category_4o,bill_type_4o,bill_category_4o,reason_4o,category_sonnet,bill_type_sonnet,bill_category_sonnet,reason_sonnet,category_opus,bill_type_opus,bill_category_opus,reason_opus
hr4920-111,"To create and encourage the creation of jobs for youth, and for other purposes.",Employing Youth for the American Dream Act of 2010,Labor and Employment,"Alternative and renewable resources|Department of the Interior|Educational facilities and institutions|Employment and training programs|Forests, forestry, trees|Government employee pay, benefits, personnel management|Income tax credits|Infrastructure development|Parks, recreation areas, trails|Public contracts and procurement|Roads and highways|Small business|Unemployment|Wages and earnings|Youth employment and child labor",1.0,"The bill introduces tax credits and grants that incentivize private employers to hire and pay wages to specific youth demographics, directly relating to employer wage obligations and employment practices.",,,,"The bill primarily focuses on incentivizing hiring through tax credits and grants, which are not direct regulations of private employer wage or benefit obligations.",1,tax_credit_introduction,wage_hour,"The bill introduces new tax credits for employers who hire disconnected youth and expands the work opportunity tax credit, directly incentivizing private employer wage and hiring practices related to youth employment.",,,,"This bill's central purpose is youth employment and job creation through government grant programs, public service employment programs, and tax credits for hiring workers from targeted groups (disconnected youth, ex-offenders); these are hiring incentives and government workforce programs, not regulation of private employer wage, hour, or benefit obligations."
hr5858-115,To amend the Internal Revenue Code of 1986 to require coverage without a deductible of certain primary care services by high deductible health plans.,Primary Care Patient Protection Act of 2018,Taxation,,1.0,"The bill mandates specific coverage requirements for primary care services within high deductible health plans, directly regulating employer-sponsored group health benefit plan obligations under ERISA.",1,enforcement,healthcare,"The bill imposes specific coverage requirements on high deductible health plans, affecting employer-sponsored group health benefit plan obligations under ERISA.",,,,This bill modifies tax code requirements for health savings account-eligible high deductible health plans but does not impose direct obligations on private employers as plan sponsors; it affects individual HSA eligibility rules and voluntary plan design choices rather than mandating employer conduct under ERISA.,,,,This bill modifies the tax code definition of high deductible health plans for purposes of health savings account eligibility; it adjusts optional plan features and tax treatment rather than imposing new mandatory obligations on private employers as plan sponsors under ERISA.
hr2533-115,"To amend the Internal Revenue Code of 1986 to provide for parent savings accounts, and for other purposes.",Working Parents Flexibility Act of 2017,Taxation,"Bank accounts, deposits, capital|Child care and development|Employee benefits and pensions|Employee leave|Income tax deductions|Income tax exclusion|Self-employed",1.0,"The bill establishes tax incentives for employer contributions to parental leave savings accounts, directly relating to employer-sponsored welfare benefits and employee leave obligations.",,,,"The bill primarily establishes tax-exempt savings accounts for parental leave, which is a tax policy measure rather than a direct regulation of private employer wage, hour, or benefit obligations.",,,,"This bill creates voluntary tax-advantaged savings accounts for parental leave and allows (but does not require) employer contributions; it does not impose wage, hour, or benefit obligations on private employers, making it a general tax and family policy measure rather than employer wage/benefit regulation.",,,,"This bill creates a new tax-exempt savings account for individual taxpayers and excludes employer contributions from gross income; it does not impose any mandatory obligations on private employers regarding wages, hours, or benefits, but rather offers optional tax benefits similar to HSAs or dependent care accounts."
hr795-115,To amend the Internal Revenue Code of 1986 to extend the exclusion for employer-provided educational assistance to employer payments of qualified education loans.,Employer Participation in Student Loan Assistance Act,Taxation,"Employee benefits and pensions|Higher education|Income tax exclusion|Interest, dividends, interest rates|Student aid and college costs",1.0,"The bill modifies tax exclusions for employer-provided educational assistance, directly regulating the tax treatment of private employer-sponsored employee benefits.",,,,"The bill primarily concerns tax treatment of employer-provided educational assistance, not direct obligations on private employer wage, hour, or benefit conduct.",,,,"This bill offers employers a tax benefit (exclusion from income) for voluntarily providing student loan repayment assistance, but does not impose any wage, hour, or benefit obligation on private employers; it is a general tax incentive unrelated to employer compliance with wage/hour laws.",,,,"This bill extends an existing tax exclusion for employer-provided educational assistance to cover student loan payments; it modifies the tax treatment of a voluntary employer benefit rather than imposing new mandatory obligations on private employers regarding wages, hours, or benefits."
hr1720-114,To amend the Internal Revenue Code of 1986 to increase the exclusion for employer-provided dependent care assistance.,Child and Dependent Care FSA Enhancement Act,Taxation,Adult day care|Child care and development|Employee benefits and pensions|Income tax exclusion|Inflation and prices,1.0,"The bill modifies tax exclusions for employer-provided dependent care assistance, directly regulating the financial structure of employer-sponsored welfare benefit plans for private sector employees.",,,,"The bill primarily offers a tax benefit by increasing the exclusion for employer-provided dependent care assistance, which is a tax policy change rather than a direct regulation of private employer wage or benefit obligations.",,,,"This bill merely increases the tax exclusion limit for employer-provided dependent care assistance programs; it does not impose new mandatory wage, hour, or benefit obligations on private employers, as offering such programs remains voluntary.",,,,"This bill increases the tax exclusion amount for employer-provided dependent care assistance, which is a tax benefit adjustment rather than a bill imposing new obligations on private employers regarding wage, hour, or benefit conduct; it modifies the tax treatment of an optional employer-provided benefit, not employer conduct requirements."
s3673-111,A bill to amend the Patient Protection and Affordable Care Act to repeal certain limitations on tax health care benefits.,Patients' Freedom to Choose Act,Health,Employee benefits and pensions|Health care costs and insurance|Prescription drugs,1.0,"The bill modifies employer-sponsored health flexible spending arrangements and health savings accounts, which are welfare benefit plans governed by ERISA and subject to private employer obligations.",,,,"The bill primarily addresses tax treatment of health savings accounts and flexible spending arrangements, which are not direct employer obligations under ERISA but rather affect individual tax benefits.",,,,"This bill modifies optional tax-advantaged account features (HSAs, FSAs) and their tax treatment rather than imposing mandatory obligations on private employers as plan sponsors; it is general tax policy, not employer wage or benefit compliance regulation.",,,,"This bill repeals tax-related restrictions on health savings accounts and flexible spending arrangements (removing the prescription-only limitation and the $2,500 salary reduction cap); it modifies optional plan features and tax treatment rather than imposing new mandatory obligations on private employers as plan sponsors."
hr170-115,"To amend the Immigration and Nationality Act to modify the definition of ""exempt H-1B nonimmigrant"".",Protect and Grow American Jobs Act,Immigration,Employee hiring|Foreign labor|Inflation and prices|Visas and passports|Wages and earnings,1.0,"The bill raises the minimum salary threshold for H-1B visa exemptions, directly regulating the wage obligations of private employers hiring foreign specialty occupation workers.",1,enforcement,wage_hour,"The bill raises the minimum salary threshold for H-1B visa exemptions, directly regulating the wage obligations of private employers hiring foreign specialty occupation workers.",,,,"This bill modifies immigration visa requirements (H-1B salary thresholds for exempt nonimmigrants), which primarily regulates immigration policy and visa eligibility rather than imposing general wage, hour, or benefit obligations on private employers; the salary threshold is a visa qualification criterion, not a wage-and-hour enforcement mechanism.",1,enforcement,wage_hour,"The bill raises the salary threshold for exempt H-1B nonimmigrants from $60,000 to $100,000 and adds inflation adjustments, directly tightening the wage obligations that private H-1B dependent employers must meet when hiring foreign specialty occupation workers."
hr1625-116,"To amend the Internal Revenue Code of 1986 to provide a safe harbor for determinations of worker classification, to require increased reporting, and for other purposes.",New Economy Works to Guarantee Independence and Growth Act of 2019,Taxation,"Contracts and agency|Employment taxes|Self-employed|Tax administration and collection, taxpayers|Wages and earnings",1.0,"The bill establishes a safe harbor test for classifying workers as independent contractors versus employees for tax purposes, directly impacting private employers' obligations regarding withholding, reporting, and potential wage and benefit liabilities.",,,,"The bill primarily addresses tax classification of workers as independent contractors, which affects tax obligations rather than directly imposing wage, hour, or benefit obligations on private employers.",1,enforcement,wage_hour,"The bill establishes a safe harbor test for independent contractor classification, directly affecting private employers' obligations regarding worker classification, tax withholding, and associated wage and benefit liabilities under employment law.",1,enforcement,wage_hour,"The bill establishes a safe harbor test for independent contractor classification, directly affecting private employer obligations regarding worker classification, which is a core wage/hour issue since classification determines whether employers must comply with minimum wage, overtime, withholding, and benefit obligations."
s1204-113,"A bill to amend the Patient Protection and Affordable Care Act to protect rights of conscience with regard to requirements for coverage of specific items and services, to amend the Public Health Service Act to prohibit certain abortion-related discrimination in governmental activities, and for other purposes.",Health Care Conscience Rights Act,Health,Abortion|Civil actions and liability|Comprehensive health care|Employee benefits and pensions|Health care costs and insurance|Health care coverage and access|Health personnel|Health programs administration and funding|Legal fees and court costs|Medical education|Religion|Sales and excise taxes,1.0,"The bill amends the Affordable Care Act and Public Health Service Act to protect group health plan sponsors and issuers from being required to provide coverage for specific services, directly addressing employer obligations regarding employer-sponsored group health benefit plans under ERISA.",1,enforcement,healthcare,"The bill amends the ACA to protect group health plan sponsors from being required to provide coverage for specific services, directly addressing employer obligations regarding employer-sponsored group health benefit plans under ERISA.",1,enforcement,healthcare,"The bill amends the ACA and ERISA framework to weaken employer obligations by creating broad exemptions allowing group health plan sponsors to exclude coverage based on moral or religious objections, directly affecting private employer responsibilities under employer-sponsored health plans.",1,enforcement,healthcare,"The bill amends the ACA to allow group health plan sponsors (private employers) to exclude abortion or other items/services from employer-sponsored coverage based on moral or religious objections, and prohibits imposition of penalties for such exclusions, directly modifying private employer obligations regarding employer-sponsored group health plans."
s1358-112,A bill to amend the Family and Medical Leave Act of 1993 to provide leave because of the death of a son or daughter.,Parental Bereavement Act of 2011,Labor and Employment,"Employee leave|Family relationships|Government employee pay, benefits, personnel management|Teaching, teachers, curricula",1.0,"The bill amends the Family and Medical Leave Act (FMLA) to expand leave entitlements for private sector employees, directly regulating employer obligations regarding protected family leave.",1,enforcement,wage_hour,"The bill expands FMLA leave entitlements to include bereavement leave, directly regulating private employer obligations regarding employee leave.",1,enforcement,wage_hour,"The bill expands FMLA leave entitlements to include bereavement leave for the death of a son or daughter, directly strengthening private employer obligations to provide protected unpaid leave to eligible employees.",1,enforcement,wage_hour,"The bill amends the FMLA to expand mandatory leave entitlements for private employer employees by adding bereavement leave for the death of a son or daughter, directly imposing new leave obligations on private employers."
hr2341-112,"To amend the Fair Labor Standards Act with regard to certain exemptions under that Act for direct care workers and to improve the systems for the collection and reporting of data relating to the direct care workforce, and for other purposes.",Direct Care Job Quality Improvement Act of 2011,Labor and Employment,"Allied health services|Census and government statistics|Employment and training programs|Government information and archives|Health personnel|Home and outpatient care|Labor standards|Long-term, rehabilitative, and terminal care|Medicaid|Wages and earnings",1.0,"The bill amends the Fair Labor Standards Act to modify minimum wage and overtime exemptions for direct care workers, directly regulating private employer wage obligations.",1,enforcement,wage_hour,"The bill amends the Fair Labor Standards Act to modify exemptions for direct care workers, directly affecting private employer wage obligations.",1,enforcement,wage_hour,"The bill amends the FLSA to modify exemptions from minimum wage and maximum hour requirements for direct care workers, directly tightening private employer wage and hour obligations under federal labor standards law.",1,enforcement,wage_hour,"The bill amends the Fair Labor Standards Act to modify the companionship services exemption from minimum wage and maximum hour requirements for direct care workers, directly altering private employer wage and hour obligations under the FLSA."
hr364-112,"To repeal the Patient Protection and Affordable Care Act and to take meaningful steps to lower health care costs and increase access to health insurance coverage without raising taxes, cutting Medicare benefits for seniors, adding to the national deficit, intervening in the doctor-patient relationship, or instituting a government takeover of health care.",Common Sense Health Reform Americans Actually Want Act,Health,Abortion|Administrative law and regulatory procedures|Administrative remedies|Child health|Civil actions and liability|Comprehensive health care|Department of Health and Human Services|Disability and health-based discrimination|Emergency medical services and trauma care|Employee benefits and pensions|Evidence and witnesses|Executive agency funding and structure|Family relationships|Federal preemption|Government information and archives|Health care costs and insurance|Health care coverage and access|Health care quality|Health facilities and institutions|Health information and medical records|Health personnel|Health promotion and preventive care|Income tax deductions|Intergovernmental relations|Judicial procedure and administration|Judicial review and appeals|Jurisdiction and venue|Medicaid|Medical ethics|Medical research|Medicare|Small business|State and local government operations,1.0,"The bill amends ERISA to establish governance rules for small business health plans and modifies dependent coverage and preexisting condition exclusions for group health plans, directly regulating private employer-sponsored welfare benefit obligations.",1,enforcement,healthcare,"The bill amends ERISA to establish governance rules for small business health plans and modifies dependent coverage and preexisting condition exclusions for group health plans, directly regulating private employer-sponsored welfare benefit obligations.",1,enforcement,healthcare,"The bill amends ERISA to impose specific coverage requirements on employer-sponsored group health plans (dependent coverage to age 26, preexisting condition exclusion prohibitions for minors, wellness program premium variation limits), directly regulating private employer obligations as plan sponsors under federal employee benefit law.",1,enforcement,healthcare,"The bill amends ERISA to establish small business health plans sponsored by business associations, continues dependent coverage requirements until age 26 for group health plans, maintains preexisting condition exclusion prohibitions for minors, and permits wellness program premium variations — all directly imposing coverage and administrative standards on private employer-sponsored group health plans."
s2833-114,"A bill to amend section 214(c)(8) of the Immigration and Nationality Act to modify the data reporting requirements relating to nonimmigrant employees, and for other purposes.",Visa Transparency Anti-Trafficking Act of 2016,Immigration,Congressional oversight|Cultural exchanges and relations|Foreign labor|Government information and archives|Immigration status and procedures|Visas and passports,1.0,"The bill mandates the reporting of compensation data for nonimmigrant workers by private employers, which serves as a transparency mechanism to monitor and enforce wage obligations and prevent labor trafficking or underpayment violations.",,,,"The bill primarily concerns immigration data reporting requirements and transparency, not direct regulation of private employer wage, hour, or benefit obligations.",,,,"This bill's primary subject is immigration data reporting requirements for nonimmigrant visa holders; while it requires employers to report compensation data, the bill does not impose substantive wage, hour, or benefit obligations on private employers—it is a government information-gathering mechanism, not regulation of employer wage conduct.",,,,"This bill's central purpose is expanding government data reporting and transparency requirements regarding nonimmigrant visa programs; it does not directly impose wage, hour, or benefit obligations on private employers, but rather requires government agencies to collect and publish aggregate data about nonimmigrant workers."
hr1311-112,To provide for the coverage of medically necessary food under Federal health programs and private health insurance.,Medical Foods Equity Act of 2011,Health,Child health|Digestive and metabolic diseases|Food assistance and relief|Health care costs and insurance|Health care coverage and access|Medicare|Nutrition and diet|Poverty and welfare assistance,1.0,"The bill amends ERISA and the Internal Revenue Code to mandate that private employer-sponsored health plans provide coverage for medically necessary food, directly regulating employer benefit obligations.",1,enforcement,healthcare,"The bill amends ERISA to require employer-sponsored health plans to cover medically necessary food, directly imposing obligations on private employers as plan sponsors.",1,enforcement,healthcare,"The bill amends ERISA to impose mandatory coverage requirements on employer-sponsored group health plans for medically necessary food and related medical equipment, directly strengthening private employer benefit obligations as plan sponsors.",1,enforcement,healthcare,"The bill amends ERISA to require employer-sponsored group health plans to provide coverage for medically necessary food, vitamins, and amino acids for inborn errors of metabolism, directly imposing new coverage obligations on private employers as plan sponsors."
hr6854-115,"To provide tax relief for the victims of Hurricane Florence, and for other purposes.",Hurricane Florence Tax Relief Act,Taxation,"Charitable contributions|Disaster relief and insurance|Employee benefits and pensions|Income tax credits|Income tax deductions|Income tax exclusion|Natural disasters|North Carolina|Poverty and welfare assistance|South Carolina|Tax administration and collection, taxpayers|Tax treatment of families|Virginia|Wages and earnings",1.0,"The bill establishes an employee retention tax credit for wages paid by private employers in disaster zones, directly incentivizing wage payments and addressing employer wage obligations.",,,,"The bill primarily provides tax relief for disaster-affected areas, including an employee retention tax credit, which incentivizes hiring but does not directly regulate private employer wage or benefit obligations.",1,tax_credit_introduction,wage_hour,"The bill introduces a new employee retention tax credit for wages paid by private employers in Hurricane Florence disaster zones, incentivizing employers to retain workers during the disaster recovery period.",,,,"This is a disaster relief tax bill; the employee retention tax credit incentivizes employers to keep paying workers after a hurricane rather than regulating wage/hour/benefit obligations, and the retirement plan provisions modify optional plan features and tax treatment rather than imposing new mandatory employer obligations."
hr3726-113,To amend the Internal Revenue Code of 1986 to allow the work opportunity credit for hiring the long-term unemployed.,Long-Term Unemployed Hiring Incentive Act,Taxation,Employee hiring|Income tax credits|Unemployment|Wages and earnings,1.0,"The bill introduces a tax credit for private employers who hire long-term unemployed individuals, which qualifies as a tax incentive related to employer wage and hiring obligations.",,,,"The bill offers a tax credit for hiring long-term unemployed individuals, which incentivizes hiring decisions but does not directly impose wage, hour, or benefit obligations on private employers.",,,,"This bill offers a general tax credit for hiring workers from a specific group (the long-term unemployed), which incentivizes hiring decisions rather than regulating employer wage, hour, or benefit compliance obligations; such hiring credits are explicitly excluded under the detailed classification rules.",,,,"This bill offers a tax credit for hiring workers from a specific group (the long-term unemployed), which incentivizes hiring decisions rather than regulating private employer wage, hour, or benefit obligations; per the detailed rules, such hiring credits do not qualify."
hr5535-114,"To amend the Family and Medical Leave Act of 1993 and title 5, United States Code, to allow employees to take, as additional leave, parental involvement leave to participate in or attend their children's and grandchildren's educational and extracurricular activities and for other purposes.",Family Leave for Parental Involvement in Education Act,Labor and Employment,"Community life and organization|Elementary and secondary education|Employee leave|Family relationships|Government employee pay, benefits, personnel management",1.0,"The bill amends the Family and Medical Leave Act (FMLA) to expand leave entitlements for private sector employees, directly regulating employer obligations regarding protected family leave.",1,enforcement,wage_hour,"The bill expands FMLA leave entitlements, directly regulating private employer obligations regarding employee leave.",1,enforcement,wage_hour,"The bill amends the FMLA to create a new category of protected leave for parental involvement in children's education, directly expanding private employer leave obligations beyond existing FMLA provisions.",1,enforcement,wage_hour,"The bill amends the FMLA to create a new parental involvement leave entitlement, directly imposing additional leave obligations on private employers covered by the Act."
s124-116,A bill to amend the Fair Labor Standards Act of 1938 to prevent employers from using non-compete agreements in employment contracts for certain non-exempt employees.,Freedom to Compete Act,Labor and Employment,Competition and antitrust|Contracts and agency|Employment discrimination and employee rights|Labor standards|Labor-management relations,1.0,"The bill amends the Fair Labor Standards Act to restrict non-compete agreements for non-exempt employees, directly regulating private employer conduct regarding wage-earning workers and their employment conditions.",1,enforcement,wage_hour,"The bill prohibits non-compete agreements for certain non-exempt employees under the FLSA, directly regulating private employer wage conduct.",1,enforcement,wage_hour,"The bill prohibits private employers from enforcing non-compete agreements on certain non-exempt employees, directly regulating employer conduct that suppresses worker wages and mobility under the FLSA.",1,enforcement,wage_hour,"The bill amends the FLSA to prohibit private employers from enforcing non-compete agreements on lower-wage, non-exempt employees, directly regulating private employer conduct that suppresses worker wages and mobility."
hr631-112,To amend the Fair Labor Standards Act of 1938 to establish a base minimum wage for tipped employees.,WAGES Act,Labor and Employment,Wages and earnings,1.0,"The bill amends the Fair Labor Standards Act to establish a base minimum wage for tipped employees, directly regulating private employer wage obligations.",1,enforcement,wage_hour,"The bill amends the Fair Labor Standards Act to establish a base minimum wage for tipped employees, directly regulating private employer wage obligations.",1,enforcement,wage_hour,"The bill amends the FLSA to raise the base minimum wage for tipped employees through a phased schedule, directly strengthening private employer wage obligations under federal wage and hour law.",1,enforcement,wage_hour,"The bill amends the FLSA to raise the base minimum wage for tipped employees, directly tightening private employer wage obligations by increasing the minimum cash wage employers must pay before tip credits."
s479-113,"A bill to amend the Internal Revenue Code of 1986 to clarify the employment tax treatment and reporting of wages paid by professional employer organizations, and for other purposes.",Small Business Efficiency Act,Taxation,"Accounting and auditing|Contracts and agency|Employment taxes|Licensing and registrations|Social security and elderly assistance|Tax administration and collection, taxpayers|User charges and fees|Wages and earnings",1.0,"The bill regulates the employment tax obligations and reporting requirements of Professional Employer Organizations (PEOs), which are private entities responsible for withholding and remitting payroll taxes on behalf of client employers, directly impacting private sector wage administration and compliance.",,,,"The bill primarily addresses tax administration and reporting requirements for Professional Employer Organizations, not private employer wage, hour, or benefit obligations.",,,,"This bill addresses tax administration and collection procedures for professional employer organizations (PEOs), clarifying which entity reports and remits employment taxes, rather than imposing substantive wage, hour, or benefit obligations on private employers.",,,,"This bill clarifies employment tax treatment and IRS certification requirements for professional employer organizations; it addresses tax administration and collection mechanics rather than imposing new wage, hour, or benefit obligations on private employers regarding their employees."
hr6370-114,To amend the Internal Revenue Code of 1986 for purposes of the tax on private foundation excess business holdings to treat as outstanding any employee-owned stock purchased by a business enterprise pursuant to certain employee stock ownership retirement plans.,,Taxation,"Business investment and capital|Employee benefits and pensions|Sales and excise taxes|Securities|Social work, volunteer service, charitable organizations|Tax-exempt organizations",1.0,"The bill addresses employee stock ownership retirement plans, which are employee benefit plans subject to ERISA, by modifying tax treatment for private foundations holding stock purchased from these plans.",,,,"The bill modifies tax treatment for private foundations regarding employee-owned stock, but does not impose new obligations on private employers regarding wage, hour, or benefit compliance.",,,,"This bill modifies the tax treatment of private foundation excess business holdings when stock is purchased from employee stock ownership plans; it does not impose obligations on private employers regarding their employees' wages, hours, benefits, or retirement plan administration.",,,,"This bill modifies the tax treatment of private foundation excess business holdings related to stock purchased from employee stock ownership plans; it does not impose new mandatory obligations on private employers as plan sponsors regarding wages, hours, or benefits, but rather adjusts tax rules for private foundations."
s3462-114,"A bill to provide for a 6-month delay in the effective date of a rule of the Department of Labor relating to income thresholds for determining overtime pay for executive, administrative, professional, outside sales, and computer employees.","Regulatory Relief for Small Businesses, Schools, and Nonprofits Act",Labor and Employment,,1.0,"The bill delays the effective date of a Department of Labor rule regarding overtime pay thresholds for exempt employees, directly impacting private employer obligations under the Fair Labor Standards Act.",1,enforcement,wage_hour,"The bill delays the implementation of a Department of Labor rule that revises income thresholds for overtime pay, directly affecting private employer wage obligations under the FLSA.",1,enforcement,wage_hour,"The bill delays implementation of a DOL rule revising FLSA overtime thresholds for white-collar exemptions, directly affecting the stringency of private employer wage and hour obligations.",1,enforcement,wage_hour,"The bill delays the effective date of a DOL rule revising overtime pay income thresholds for white-collar exempt employees, directly affecting private employer obligations under the FLSA by postponing when stricter overtime requirements take effect."
s1248-113,"A bill to permit employees to request, and to ensure employers consider requests for, flexible work terms and conditions, and for other purposes.",Flexibility for Working Families Act,Labor and Employment,"Administrative remedies|Civil actions and liability|Congressional agencies|Congressional officers and employees|Department of Labor|Employment discrimination and employee rights|Government Accountability Office (GAO)|Government employee pay, benefits, personnel management|Government information and archives|Judicial review and appeals|Labor standards|Labor-management relations|Library of Congress|State and local government operations",1.0,"The bill regulates private employer obligations regarding work schedules, hours, and notification periods, and explicitly requires the Department of Labor's Wage and Hour Division to issue guidance on compliance with the Fair Labor Standards Act, directly addressing wage and hour issues.",1,enforcement,wage_hour,"The bill imposes obligations on private employers to consider employee requests for flexible work terms, directly addressing wage and hour issues under the FLSA.",1,enforcement,wage_hour,"The bill creates new mandatory obligations for private employers to consider and respond to employee requests for flexible work arrangements (hours, scheduling, location, notification), establishes enforcement mechanisms through the Department of Labor, and provides civil penalties for violations—directly regulating private employer wage and hour conduct beyond existing FLSA requirements.",1,enforcement,wage_hour,"The bill imposes new obligations on private employers to consider employee requests for flexible work terms (hours, schedules, location, notification), prohibits employer interference with these rights, and provides enforcement mechanisms including civil penalties, directly regulating private employer conduct regarding hours and working conditions."
hr3046-115,To amend the Internal Revenue Code of 1986 to exclude employer contributions to 529 plans from gross income and employment taxes and to allow a deduction for individual contributions to such plans.,Help All Americans Save for College Act of 2017,Taxation,"Bank accounts, deposits, capital|Disability and paralysis|Employee benefits and pensions|Employment taxes|Higher education|Income tax deductions|Income tax exclusion|Income tax rates|Student aid and college costs",1.0,"The bill modifies tax incentives for employer-sponsored 529 plans and ABLE accounts, directly affecting private employer obligations and strategies regarding employee benefit contributions.",,,,"The bill primarily modifies tax treatment for employer contributions to 529 plans and ABLE accounts, which are tax policy changes rather than direct regulations on private employer wage, hour, or benefit obligations.",,,,"This bill modifies the tax treatment of voluntary employer contributions to 529 college savings plans and ABLE accounts, but does not impose any mandatory wage, hour, or benefit obligations on private employers; it is a general tax policy bill offering optional tax benefits unrelated to employer wage/hour compliance.",,,,"This bill modifies the tax treatment of employer contributions to 529 plans and ABLE accounts, offering tax exclusions for such contributions. These are optional tax benefits related to educational savings and disability accounts, not mandatory employer wage, hour, or benefit obligations. The bill does not impose new obligations on private employers regarding wages, hours, or benefits under ERISA, FLSA, or similar statutes."
hr3015-113,To amend the Internal Revenue Code of 1986 to provide tax incentives for the establishment of supermarkets in certain underserved areas.,Supermarket Tax Credit for Underserved Areas Act,Taxation,Business investment and capital|Employee hiring|Food industry and services|Fruit and vegetables|Income tax credits|Retail and wholesale trades|Wages and earnings,1.0,"The bill modifies the Work Opportunity Tax Credit by increasing the wage limit eligible for credit for employees of supermarkets, which constitutes a tax incentive directly related to private employer wage obligations.",,,,"The bill primarily offers tax incentives for supermarkets in underserved areas, including an increase in the wage limit for the Work Opportunity Tax Credit, which is a hiring incentive rather than a direct regulation of private employer wage obligations.",,,,"This bill offers general tax credits for hiring workers and investing in supermarkets in underserved areas; these are economic development incentives unrelated to employer wage, hour, or benefit compliance obligations.",,,,"The bill provides tax incentives for establishing supermarkets in underserved areas, including a rehabilitation tax credit, a modification to the work opportunity tax credit (a general hiring credit), and a credit for selling local produce; these are general tax incentives for business investment and hiring, not regulations of private employer wage, hour, or benefit obligations."
s1341-115,A bill to amend the Fair Labor Standards Act of 1938 to prohibit employment of children in tobacco-related agriculture by deeming such employment as oppressive child labor.,Children Don't Belong on Tobacco Farms Act,Labor and Employment,"Drug, alcohol, tobacco use|Labor standards|Migrant, seasonal, agricultural labor|Worker safety and health|Youth employment and child labor",1.0,"The bill amends the Fair Labor Standards Act to prohibit private employers from engaging in oppressive child labor in tobacco agriculture, directly regulating employer conduct regarding youth employment standards.",1,enforcement,wage_hour,"The bill amends the Fair Labor Standards Act to prohibit employment of children in tobacco-related agriculture, directly regulating private employer conduct regarding youth employment standards.",1,enforcement,wage_hour,"The bill amends the FLSA to expand the definition of oppressive child labor, directly strengthening private employer obligations regarding youth employment standards in agricultural settings.",1,enforcement,wage_hour,"The bill amends the Fair Labor Standards Act to expand the definition of 'oppressive child labor' to prohibit private employers from employing minors under 18 in tobacco-related agricultural work, directly tightening private employer labor standards obligations."
s1656-113,A bill to clarify that volunteers at a children's consignment event are not employees under the Fair Labor Standards Act of 1938.,Children's Consignment Event Recognition Act of 2013,Labor and Employment,"Labor standards|Retail and wholesale trades|Social work, volunteer service, charitable organizations",1.0,"The bill amends the Fair Labor Standards Act to define a specific class of volunteers as non-employees, thereby exempting private event organizers from minimum wage and overtime obligations for those individuals.",1,enforcement,wage_hour,"The bill amends the FLSA to exclude certain volunteers from employee status, affecting private employer wage obligations by exempting them from minimum wage and overtime requirements.",1,enforcement,wage_hour,"The bill amends the FLSA to exempt a specific category of workers (volunteers at children's consignment events) from minimum wage and overtime protections, thereby weakening private employer wage obligations under federal labor standards.",1,enforcement,wage_hour,"The bill amends the FLSA to exclude volunteers at children's consignment events from the definition of 'employee,' directly reducing private employer minimum wage and overtime obligations for those individuals."
s1386-115,"A bill to permit employees to request changes to their work schedules without fear of retaliation and to ensure that employers consider these requests, and to require employers to provide more predictable and stable schedules for employees in certain occupations with evidence of unpredictable and unstable scheduling practices that negatively affect employees, and for other purposes.",Schedules That Work Act,Labor and Employment,Civil actions and liability|Employee leave|Employment and training programs|Employment discrimination and employee rights|Food industry and services|Labor standards|Labor-management relations|Retail and wholesale trades|Wages and earnings|Worker safety and health,1.0,"The bill regulates private employer scheduling practices, including requirements for advance notice, reporting time pay, and split shift pay, which directly impacts wage and hour obligations under labor standards.",1,enforcement,wage_hour,"The bill imposes new obligations on private employers regarding work scheduling practices, directly impacting wage and hour obligations under labor standards.",1,enforcement,wage_hour,"The bill directly imposes new wage and hour obligations on private employers, including reporting time pay, split shift pay, advance scheduling notice requirements, and employee rights to request schedule changes, all of which regulate employer wage and hour conduct under labor standards.",1,enforcement,wage_hour,"The bill directly imposes new obligations on private employers regarding work scheduling practices, including reporting time pay, split shift pay, advance notice requirements, and protections against retaliation for schedule change requests, all of which are wage and hour obligations."
hr3910-115,To amend the Internal Revenue Code of 1986 to make lifetime income and managed account options of defined contribution retirement savings plans portable.,,Taxation,Employee benefits and pensions|Financial services and investments|Income tax deferral,1.0,"The bill regulates the portability and distribution mechanisms of employer-sponsored defined contribution retirement plans, directly addressing private employer obligations regarding employee pension benefits under ERISA.",,,,"The bill primarily addresses tax treatment and portability of retirement plan investments, not imposing new mandatory obligations on private employers as plan sponsors.",,,,"This bill merely modifies optional plan features and the tax treatment of certain retirement plan distributions (lifetime income and managed account portability), without creating new mandatory employer conduct obligations regarding plan sponsorship, funding, fiduciary duties, or participant protections.",,,,"This bill modifies optional plan features and the tax treatment of distributions from defined contribution plans when investment options are removed; it does not impose new mandatory obligations on private employers as plan sponsors (such as minimum funding requirements or fiduciary duties) but merely permits certain distribution mechanisms, making it a tax/plan-design modification rather than an employer-obligation bill."
